45.118.429/0012-79;UNIMED CATANDUVA - COOPERATIVA DO TRAB MEDICO;CATANDUVA;SP;vendas6@promefarma.com.br
53.221.255/0051-00;ASSOCIACAO LAR SAO FRANCISCO DE ASSIS NA PROVIDENCIA DE DEUS;BRAGANCA PAULISTA;SP;vendas6@promefarma.com.br
53.221.255/0002-21;ASSOCIACAO LAR SAO FRANCISCO DE ASSIS NA PROVIDENCIA DE DEUS;JACI;SP;vendas6@promefarma.com.br
53.221.255/0012-01;ASSOCIACAO LAR SAO FRANCISCO DE ASSIS NA PROVIDENCIA DE DEUS;PIRAJUI;SP;vendas6@promefarma.com.br
53.221.255/0001-40;ASSOCIACAO LAR SAO FRANCISCO DE ASSIS NA PROVIDENCIA DE DEUS;SAO JOSE DO RIO PRETO;SP;vendas6@promefarma.com.br
10.475.230/0001-60;HEMOMED INSTITUTO DE ONCOLOGIA E HEMATOLOGIA;PACAEMBU;SP;vendas6@promefarma.com.br
53.816.153/0001-78;IRMANDADE DA STA CASA DE MISER DE PEDERNEIRAS;PEDERNEIRAS;SP;vendas6@promefarma.com.br
08.621.389/0001-02;MEDFAR CENTRO DE MANIPULACAO DE FARMACOS LTDA;SAO PAULO;SP;vendas6@promefarma.com.br
74.521.188/0002-30;UNIMED DE SAO ROQUE COOPERATIVA DE TRABALHO MEDICO;SAO ROQUE;SP;vendas6@promefarma.com.br
59.972.307/0001-05;ASSOC PORTUGUESA  BENEFIC DE SAO JOSE DO RIO PRETO;SAO JOSE DO RIO PRETO;SP;vendas6@promefarma.com.br
54.384.631/0002-61;ASSOCIACAO DOS FORNECEDORES DE CANA DE PIRACICABA;PIRACICABA;SP;vendas6@promefarma.com.br
57.388.506/0001-37;IRMANDADE DO HOSPITAL DE CARIDADE ANITA COSTA;SANTO ANASTACIO;SP;vendas6@promefarma.com.br
72.957.814/0001-20;SANTA CASA DE MISERICORDIA DE VOTUPORANGA;VOTUPORANGA;SP;vendas6@promefarma.com.br
65.732.836/0003-98;UNIMED DE BIRIGUI COOPERATIVA DE TRABALHO MEDICO;BIRIGUI;SP;vendas6@promefarma.com.br
07.910.273/0001-12;V E M CLINICA MEDICA LTDA;CAMPO GRANDE;MS;vendas4@promefarma.com.br
53.221.255/0028-60;ASSOCIACAO LAR SAO FRANCISCO DE ASSIS NA PROVIDENCIA DE DEUS;ROSANA;SP;vendas6@promefarma.com.br
47.617.584/0003-74;IRM DA SANTA CASA DE MISERICORDIA E MAT DRACENA;DRACENA;SP;vendas6@promefarma.com.br
53.221.255/0034-09;ASSOCIACAO LAR SAO FRANCISCO DE ASSIS NA PROVIDENCIA DE DEUS;ILHA SOLTEIRA;SP;vendas6@promefarma.com.br
72.547.623/0001-90;SANTA CASA DE MISERICORDIA DE TUPA;TUPA;SP;vendas6@promefarma.com.br
75.055.772/0022-54;UNIMED CURITIBA - SOCIEDADE COOPERATIVA DE MEDICOS;CURITIBA;PR;vendas9@promefarma.com.br
56.577.059/0006-06;FUNDACAO FACULDADE DE MEDICINA ;SAO PAULO;SP;hospitalar3@promefarma.com.br
61.699.567/0008-69;SPDM - ASSOC PAULISTA PARA  DESENV DA MEDICINA;MOGI DAS CRUZES               ;SP;hospitalar3@promefarma.com.br
61.699.567/0062-04;SPDM - ASSOC PAULISTA PARA  DESENV DA MEDICINA;SAO PAULO;SP;hospitalar3@promefarma.com.br
61.699.567/0052-32;SPDM - ASSOC PAULISTA PARA  DESENV DA MEDICINA;GUARULHOS;SP;hospitalar3@promefarma.com.br
61.699.567/0089-24;SPDM - ASSOC PAULISTA PARA  DESENV DA MEDICINA;TAUBATE;SP;hospitalar3@promefarma.com.br
07.404.052/0001-72;CRUZ VERMELHA BRASILEIRA - FILIAL DO ESTADO DO PARANA..;CURITIBA;PR;comercial3@promefarma.com.br
77.810.505/0001-46;POLICLINICA SAO VICENTE DE PAULA LTDA;FRANCISCO BELTRAO;PR;vendas9@promefarma.com.br
07.088.017/0001-91;SOCIEDADE HOSPITALAR ANGELINA CARON;CAMPINA GRANDE DO SUL;PR;comercial3@promefarma.com.br
77.781.706/0002-43;UNIMED PONTA GROSSA COOPERATIVA DE TRABALHO MEDICO.;PONTA GROSSA;PR;vendas4@promefarma.com.br
78.613.841/0001-61;ASSOCIACAO EVANGELICA BENEFICENTE DE LONDRINA;LONDRINA;PR;vendas9@promefarma.com.br
79.115.762/0001-93;SANTA CASA DE MISERICORDIA DE MARINGA;MARINGA;PR;vendas9@promefarma.com.br
25.066.410/0001-66;ASSOCIACAO PRO SAUDE DE CLEVELANDIA;CLEVELANDIA;PR;vendas4@promefarma.com.br
83.506.030/0009-59;BENEFICENCIA CAMILIANA DO SUL * PONTA GROSSA;PONTA GROSSA;PR;vendas4@promefarma.com.br
21.998.635/0001-08;FUNDACAO HOSPITALAR SAO LUCAS;CASCAVEL;PR;vendas9@promefarma.com.br
76.562.198/0004-01;HOSPITAL NOSSA SENHORA DAS GRACAS;APUCARANA;PR;vendas9@promefarma.com.br
76.562.198/0005-92;HOSPITAL NOSSA SENHORA DAS GRACAS * APUCARANA;APUCARANA;PR;vendas9@promefarma.com.br
34.503.311/0001-95;INSTITUTO DR AURELIO REGAZZO;NOVA AURORA;PR;vendas4@promefarma.com.br
87.369.799/0001-76;ASSOC BENEF DE IGREJINHA MANTENEDORA DO HOSP B PASTOR;IGREJINHA;RS;vendas3@promefarma.com.br
89.781.173/0001-06;ASSOCIACAO BENEFICENTE OURO BRANCO;TEUTONIA;RS;vendas3@promefarma.com.br
97.194.765/0002-22;ASSOCIACAO BENEFICENTE SAO PEDRO CANISIO;BOM PRINCIPIO;RS;vendas3@promefarma.com.br
95.422.358/0001-19;HOSPITAL ANA NERY SANTA CRUZ DO SUL;SANTA CRUZ DO SUL;RS;vendas3@promefarma.com.br
09.087.150/0002-30;VIP HOME CARE ATENDIMENTO DOMICILIAR LTDA.;PORTO ALEGRE;RS;vendas3@promefarma.com.br
97.279.350/0001-70;SOCIEDADE BENEFICENTE SAPIRANGUENSE;SAPIRANGA;RS;vendas3@promefarma.com.br
95.438.412/0012-77;ASSOCIACAO PRO ENSINO EM SANTA CRUZ DO SUL;SANTA CRUZ DO SUL;RS;vendas9@promefarma.com.br
89.667.893/0001-37;FUNDACAO HOSPITALAR DE ROLANTE;ROLANTE;RS;vendas3@promefarma.com.br
97.577.928/0001-75;HOSPITAL SANTO ANTONIO;TAPEJARA;RS;vendas3@promefarma.com.br
91.681.361/0006-00;ASSOCIACAO CONGREGACAO STA.CATARINA/HOSP SAO JOSE;IVOTI;RS;vendas3@promefarma.com.br
05.268.526/0019-08;INSTITUTO DE SAUDE E GESTAO HOSPITALAR * HOSP EST LEONARDO;FORTALEZA;CE;vendas4@promefarma.com.br
76.613.835/0001-89;IRMANDADE DA SANTA CASA DE MISERICORDIA DE CURITIBA;CURITIBA;PR;comercial3@promefarma.com.br
92.021.062/0001-06;ASSOCIACAO HOSPITALAR BENEFICENTE SAO VICENTE DE PAULO;PASSO FUNDO;RS;vendas3@promefarma.com.br
81.270.548/0002-34;UNIAO OESTE PARANAENSE DE ESTUDOS E COMBATE AO CANCER;UMUARAMA;PR;vendas9@promefarma.com.br
08.840.115/0001-04;NATIONAL CARE - SERVICO DE ATEND DOMICILIAR A SAUDE;PINHAIS;PR;comercial3@promefarma.com.br
26.845.377/0001-35;MEDSENSOR ATENCAO CLINICA DOMICILIAR LTDA;CURITIBA;PR;vendas9@promefarma.com.br
60.922.168/0053-07;ASSOCIACAO CONGREGACAO DE SANTA CATARINA;TUBARAO;SC;vendas10@promefarma.com.br
;DEISE LAIS DALLA VECCHIA FERNANDES;CURITIBA;PR;vendas4@promefarma.com.br
08.325.231/0001-87;INSTITUTO DE SAUDE SANTA CLARA * CANDOI PR;CANDOI;PR;vendas4@promefarma.com.br
81.270.548/0001-53;UNIAO OESTE PARANAENSE DE ESTUDOS E COMBATE AO CANCER;CASCAVEL;PR;vendas9@promefarma.com.br
75.222.224/0001-47;UNIMED DE LONDRINA COOPERATIVA DE TRABALHO;LONDRINA;PR;vendas9@promefarma.com.br
89.051.247/0001-40;HOSPITAL DE CARIDADE DE CRISSIUMAL;CRISSIUMAL;RS;vendas3@promefarma.com.br
87.317.764/0006-06;SOCIEDADE SULINA DIVINA PROVIDENCIA * HOSP NOVA INDEP;PORTO ALEGRE;RS;vendas3@promefarma.com.br
87.317.764/0002-74;SOCIEDADE SULINA DIVINA PROVIDENCIA * HOSP SAO JOSE;ARROIO DO MEIO;RS;vendas3@promefarma.com.br
87.317.764/0011-65;SOCIEDADE SULINA DIVINA PROVIDENCIA * HOSPITAL ESTRELA;ESTRELA;RS;vendas3@promefarma.com.br
87.317.764/0007-89;SOCIEDADE SULINA DIVINA PROVIDENCIA* PROGRESSO;PROGRESSO;RS;vendas3@promefarma.com.br
34.048.494/0001-04;ASSOCIACAO DE ASSISTENCIA HOSPITALAR SANTO EXPEDITO;PONTE SERRADA;SC;vendas10@promefarma.com.br
27.737.069/0001-59;CARDIOSAFE CLINICA MEDICA CARDIOLOGICA LTDA;BRUSQUE;SC;vendas2@promefarma.com.br
35.631.041/0001-60;FLORIPA EMERGENCIAS MEDICAS S/S LTDA;FLORIANOPOLIS;SC;vendas10@promefarma.com.br
04.004.103/0001-80;USUY MEDICOS ASSOCIADOS LTDA;FLORIANOPOLIS;SC;vendas10@promefarma.com.br
62.106.505/0001-92;CRUZ AZUL DE SAO PAULO;SAO PAULO;SP;vendas6@promefarma.com.br
52.314.861/0001-48;IRMANDADE DA SANTA CASA DE MISERICORDIA DE MATAO;MATAO;SP;vendas6@promefarma.com.br
60.633.369/0006-78;UNIMED DE BEBEDOURO COOPERATIVA DE TRABALHO MEDICO;BEBEDOURO;SP;vendas6@promefarma.com.br
44.803.922/0002-93;UNIMED DE PIRACICABA SOCIEDADE COOP DE SERVICOS MEDIC;PIRACICABA;SP;vendas6@promefarma.com.br
21.142.203/0001-92;ASSOC SAO VICENTE DE PAULO DE JOAO MONLEVADE - MG;JOAO MONLEVADE;MG;vendas8@promefarma.com.br
17.268.871/0001-93;HOSPITAL ALBERT SABIN LTDA;JUIZ DE FORA;MG;vendas9@promefarma.com.br
08.974.066/0001-94;SAO MIGUEL HOSPITAL EIRELI;IPATINGA;MG;vendas8@promefarma.com.br
75.608.547/0001-73;ASSOCIACAO HOSPITALAR BOM JESUS * HBJ;PONTA GROSSA;PR;vendas4@promefarma.com.br
33.467.553/0001-08;INST PARANAENSE DE SAUDE NOSSA SENHORA DE FATIMA;JANDAIA DO SUL;PR;vendas9@promefarma.com.br
32.410.037/0001-84;FUNDACAO EDUCACIONAL SEVERINO SOMBRA;VASSOURAS;RJ;vendas8@promefarma.com.br
98.591.910/0001-90;HOSPITAL SAO SEBASTIAO MARTIR LTDA;VENANCIO AIRES;RS;vendas3@promefarma.com.br
87.317.764/0010-84;SOCIEDADE SULINA DIVINA PROVIDENCIA;PORTO ALEGRE;RS;vendas3@promefarma.com.br
22.226.169/0001-05;INSTITUTO DE TRAUMATOLOGIA E ORTOPEDIA I.T.O. LTDA;CANOINHAS;SC;vendas2@promefarma.com.br
09.528.436/0001-22;ASSOCIACAO BENEFICENTE HOSPITAL UNIVERSITARIO;MARILIA;SP;vendas6@promefarma.com.br
60.945.854/0001-72;INSTITUTO DO CANCER ARNALDO VIEIRA DE CARVALHO;SAO PAULO;SP;vendas6@promefarma.com.br
05.268.526/0007-66;INSTITUTO DE SAUDE E GESTAO HOSPITALAR;SOBRAL;CE;vendas4@promefarma.com.br
17.178.203/0006-80;FUNDACAO EDUCACIONAL LUCAS MACHADO FELUMA;BELO HORIZONTE;MG;vendas8@promefarma.com.br
25.452.301/0005-00;SOCIEDADE EDUCACIONAL UBERABENSE;UBERABA;MG;vendas8@promefarma.com.br
03.099.157/0001-04;SANTA CASA DE MISER.E MATERNIDADE DE RONDONOPOLIS;RONDONOPOLIS;MT;vendas8@promefarma.com.br
01.751.584/0001-08;CENTRO DE DIAGNOSTICO E TRATAMENTO DE NEOPLASIAS LTDA;PONTA GROSSA;PR;vendas4@promefarma.com.br
75.981.290/0001-09;HOSPITAL N S DE LOURDES DE PLANALTO LTDA;PLANALTO;PR;vendas4@promefarma.com.br
81.161.697/0001-84;HOSPITAL NOSSA SENHORA DA SAUDE;SANTO ANTONIO DA PLATINA;PR;vendas4@promefarma.com.br
78.143.153/0001-85;IRMANDADE DO HOSPITAL DE CARIDADE DE IRATI;IRATI;PR;vendas4@promefarma.com.br
87.873.279/0001-04;ASSOCIACAO VERANENSE DE ASSISTENCIA EM SAUDE;VERANOPOLIS;RS;vendas3@promefarma.com.br
83.856.948/0001-70;ASSOCIACAO HOSPITALAR BENEFICENTE SAO CRISTOVAO;FAXINAL DOS GUEDES;SC;vendas10@promefarma.com.br
85.122.083/0001-44;FUNDACAO MEDICA ASSISTENCIAL AO TRABALHADOR RURAL DE LUIZ AL;LUIZ ALVES;SC;vendas2@promefarma.com.br
28.127.926/0002-42;ASSOCIACAO EVANG BENEF ESPIRITO SANTENSE - AEBES;SERRA;ES;vendas4@promefarma.com.br
17.214.149/0001-76;FUNDACAO FELICE ROSSO;BELO HORIZONTE;MG;vendas8@promefarma.com.br
00.207.774/0001-98;CEDIPAR  CENTRO DE DIAGNOSTICO PARANA LTDA;MARINGA;PR;vendas9@promefarma.com.br
07.009.056/0001-56;CENTRO DE DIAGNOSTICO E CIRURGIA DR. IVAN SELEME LTDA.;CAMPO MOURAO;PR;vendas4@promefarma.com.br
06.339.994/0001-51;INSTITUTO BOM JESUS;CIANORTE;PR;comercial3@promefarma.com.br
76.256.064/0001-10;SANTA CASA DE MISERICORDIA CORNELIO PROCOPIO;CORNELIO PROCOPIO;PR;vendas4@promefarma.com.br
29.135.795/0002-08;UNIMED DE NOVA FRIBURGO SOC COOP MED HOSP LTDA;NOVA FRIBURGO;RJ;vendas8@promefarma.com.br
95.815.668/0001-01;ASSOCIACAO HOSPITALAR DE CARIDADE SANTA ROSA;SANTA ROSA;RS;vendas3@promefarma.com.br
03.184.906/0001-00;ASSOCIACAO HOSPITALAR MANOEL FRANCISCO GUERREIRO;GUAPORE;RS;vendas3@promefarma.com.br
89.891.337/0001-40;HOSPITAL DE CARIDADE SÃO ROQUE;FAXINAL DO SOTURNO;RS;vendas3@promefarma.com.br
50.480.953/0002-53;UNIMED DE LIMEIRA COOPERATIVA DE TRABALHO MEDICO;LIMEIRA;SP;vendas6@promefarma.com.br
06.958.776/0001-03;HOESP - ASSOC.BENEF. DE SAUDE DO OESTE DO PARANA;TOLEDO;PR;vendas9@promefarma.com.br
75.984.195/0001-50;HOSPITAL SUDOESTE LTDA;CAPANEMA;PR;vendas4@promefarma.com.br
23.931.208/0002-00;INST RIOGRANDENSE DESEN SOCIAL INTEGRADO;JAGUARI;RS;vendas3@promefarma.com.br
86.185.220/0010-43;ASSOCIAÇÃO DAS IRMÃS FRANCISCANAS DE SÃO JOSÉ;PRESIDENTE GETULIO;SC;vendas2@promefarma.com.br
02.122.913/0003-78;ASSOCIACAO HOSPITALAR LENOIR VARGAS FERREIRA;CHAPECO;SC;vendas10@promefarma.com.br
08.776.971/0003-00;INSTITUTO SANTE;SAO MIGUEL DO OESTE;SC;vendas10@promefarma.com.br
08.776.971/0004-82;INSTITUTO SANTE * HOSPITAL DIONISIO  CERQUEIRA;DIONISIO CERQUEIRA;SC;vendas10@promefarma.com.br
49.150.352/0015-18;FUNDACAO PIO XII * HOSP CANCER INF - JUVENIL LUIZ INACIO;BARRETOS;SP;vendas6@promefarma.com.br
71.041.289/0001-35;IRMANDADE DA SANTA CASA CORACAO DE JESUS;SAO SEBASTIAO;SP;vendas6@promefarma.com.br
27.046.217/0002-70;REDE HUMANA MAGNA DE SAUDE LTDA.;SAO PAULO;SP;vendas8@promefarma.com.br
05.286.564/0003-18;NASCIMENTO SERVICOS MEDICOS EIRELI;AMARGOSA;BA;comercial3@promefarma.com.br
27.108.380/0001-39;FUNDACAO HOSPITAL MATERNIDADE SAO CAMILO;ARACRUZ;ES;vendas4@promefarma.com.br
39.298.922/0001-62;HOSPITAL PRAIA DA COSTA S/A;VILA VELHA;ES;vendas4@promefarma.com.br
25.452.301/0022-01;SOCIEDADE EDUCACIONAL UBERABENSE;UBERABA;MG;vendas8@promefarma.com.br
79.697.736/0001-10;INSTITUTO DO RIM DE CAMPO MOURAO S/C LTDA;CAMPO MOURAO;PR;vendas4@promefarma.com.br
08.295.371/0001-50;INSTITUTO MADALENA SOFIA;CURITIBA;PR;comercial3@promefarma.com.br
30.579.706/0001-10;SOLAR CUIDADOS E SERVICOS EM SAUDE LTDA.;RIO DE JANEIRO;RJ;vendas8@promefarma.com.br
80.485.287/0001-26;CASA DE SAUDE E MATERNIDADE SAO SEBASTIAO LTDA;FLORIANOPOLIS;SC;vendas10@promefarma.com.br
83.012.617/0001-54;SOCIEDADE BENEFICIENTE DON DANIEL HOSTIN;OTACILIO COSTA;SC;vendas10@promefarma.com.br
05.268.526/0008-47;INSTITUTO DE SAUDE E GESTAO HOSPITALAR;FORTALEZA;CE;vendas4@promefarma.com.br
04.369.206/0001-44;MEDIRIM LTDA;CARIACICA;ES;vendas4@promefarma.com.br
53.221.255/0053-71;ASSOCIACAO LAR SAO FRANCISCO DE ASSIS NA PROVIDENCIA DE DEUS;JATAI;GO;vendas10@promefarma.com.br
24.729.097/0001-36;SANTA CASA DE MISERICORDIA DE SAO JOAO DEL REI;SAO JOAO DEL REI;MG;vendas8@promefarma.com.br
04.398.721/0001-52;CLINICA SAINT PAUL  LTDA;CURITIBA;PR;comercial3@promefarma.com.br
32.513.459/0001-85;HOSPITAL JARDIM AMALIA LTDA;VOLTA REDONDA;RJ;vendas8@promefarma.com.br
86.531.803/0001-98;HOSPITAL NOSSA SENHORA DA CONCEICAO;URUSSANGA;SC;vendas2@promefarma.com.br
50.753.755/0001-35;FUNDACAO DOUTOR AMARAL CARVALHO;JAU                          ;SP;vendas6@promefarma.com.br
50.958.859/0001-86;INSTITUTO JUNDIAIENSE LUIZ BRAILLE;JUNDIAI;SP;vendas6@promefarma.com.br
55.065.601/0001-74;SANTA CASA DE POMPEIA;POMPEIA;SP;vendas6@promefarma.com.br
21.163.811/0001-83;ASSOCIACAO PROTETORA DA INFANCIA DE ITAMBACURI;ITAMBACURI;MG;vendas8@promefarma.com.br
76.081.892/0001-64;HOSPITAL POLICLINICA CASCAVEL LTDA;CASCAVEL;PR;vendas9@promefarma.com.br
95.749.586/0001-06;INSTITUTO DO RIM DE PARANAGUA S/C LTDA;PARANAGUA;PR;vendas4@promefarma.com.br
07.142.188/0001-51;SAO FRANCISCO INSTITUTO VIDA;CAMBE;PR;vendas4@promefarma.com.br
02.160.922/0001-91;ASSOCIACAO COMUNITARIA SAO JUDAS TADEU DE MELEIRO;MELEIRO;SC;vendas2@promefarma.com.br
22.546.476/0001-65;CLINICA DR SILVIO SASAKI CIA LTDA;BOMBINHAS;SC;vendas2@promefarma.com.br
01.880.344/0001-03;HOSPITAL SANTA CATARINA;BLUMENAU;SC;vendas2@promefarma.com.br
84.942.887/0001-27;SOCIEDADE MAE DIVINA PROVIDENCIA;LAGES;SC;vendas10@promefarma.com.br
85.377.174/0003-92;UNIMED LITORAL COOPERATIVA DE TRABALHO MEDICO LTDA;BALNEARIO CAMBORIU;SC;vendas2@promefarma.com.br
02.209.094/0001-39;VITORIA APART HOSPITAL S/A;SERRA;ES;vendas4@promefarma.com.br
20.452.280/0001-86;SANTA CASA DE MISERICORDIA DE LIMA DUARTE;LIMA DUARTE;MG;vendas8@promefarma.com.br
17.398.245/0001-11;ASSOC HOSP BENEF  MOACIR MICHELETTO DE ASSIS CHATEAUBRIAND-P;ASSIS CHATEAUBRIAND;PR;vendas4@promefarma.com.br
75.608.547/0003-35;ASSOCIACAO HOSPITALAR BOM JESUS;PRUDENTOPOLIS;PR;vendas4@promefarma.com.br
08.911.792/0001-68;CMC - CLINICA MEDICA CASCAVEL EIRELI;CASCAVEL;PR;vendas9@promefarma.com.br
77.509.479/0001-10;FUNDACAO MED E ASSIST DO TRAB RUR DO MUN DE QUITANDINHA;QUITANDINHA;PR;comercial3@promefarma.com.br
75.807.073/0001-99;HOSPITAL E MATERNIDADE PAROLIN LTDA;CAMPO LARGO;PR;comercial3@promefarma.com.br
19.283.087/0001-80;MAIS SAUDE ATENDIMENTO DOMICILIAR LTDA;LONDRINA;PR;vendas9@promefarma.com.br
85.283.299/0002-72;UNIMED CHAPECO - COOPERATIVA DE TRABALHO MEDICO;CHAPECO;SC;vendas10@promefarma.com.br
45.118.429/0005-40;UNIMED DE CATANDUVA - COOPERATIVA DE TRABALHO MEDICO;CATANDUVA;SP;vendas6@promefarma.com.br
81.752.347/0001-92;ASSOCIACAO BENEFICENTE SAO SEBASTIAO;WENCESLAU BRAZ;PR;comercial3@promefarma.com.br
07.194.341/0001-94;HOFTALON CENTRO DE ESTUDO E PESQUISA DA VISAO;LONDRINA;PR;comercial3@promefarma.com.br
75.105.510/0001-22;MATERNIDADE CURITIBA LTDA;CURITIBA;PR;comercial3@promefarma.com.br
30.568.168/0001-69;CEM - CENTRO DE ESPECIALIDADES MEDICAS LTDA;CAMPOS DOS GOYTACAZES;RJ;vendas8@promefarma.com.br
89.462.162/0001-55;CLINICA LAVINSKY OTORRINOLARINGOLOGIA LTDA;PORTO ALEGRE;RS;vendas3@promefarma.com.br
90.397.167/0001-20;HOSPITAL NOSSA SENHORA DO ROSARIO;SERAFINA CORREA;RS;vendas3@promefarma.com.br
92.815.000/0001-68;IRMANDADE DA SANTA CASA DE MISER  DE PORTO ALEGRE;PORTO ALEGRE;RS;vendas3@promefarma.com.br
83.506.030/0018-40;BENEFICENCIA CAMILIANA DO SUL *HOSPITAL SAO PEDRO;ITA;SC;vendas10@promefarma.com.br
23.318.093/0001-00;CENTRO CIRURGICO - MEDSIN HOSPITALAR LTDA;CACADOR;SC;vendas10@promefarma.com.br
10.974.406/0004-71;INSTITUTO OFTALMOLOGICO DE SERGIPE EIRELI;ESTANCIA;SE;comercial3@promefarma.com.br
10.974.406/0001-29;INSTITUTO OFTALMOLOGICO DE SERGIPE EIRELI;ITABAIANA;SE;comercial3@promefarma.com.br
10.974.406/0005-52;INSTITUTO OFTALMOLOGICO DE SERGIPE EIRELI;LAGARTO;SE;comercial3@promefarma.com.br
28.127.926/0001-61;ASSOCIACAO EVANGELICA BENEFICENTE ESPIRITO-SANTENSE - AEBES;VILA VELHA;ES;vendas4@promefarma.com.br
27.578.434/0015-25;UNIMED VITORIA COOPERATIVA DE TRABALHO MEDICO;VITORIA;ES;vendas4@promefarma.com.br
18.624.222/0001-40;HOSPITAL DOUTOR PRIME - ASSISTENCIA A SAUDE FAMILIAR LTDA;CASCAVEL;PR;comercial3@promefarma.com.br
79.114.500/0001-04;HOSPITAL E MATERNIDADE MARINGA S/A;MARINGA;PR;vendas9@promefarma.com.br
12.651.010/0001-76;INSTITUTO POLICLINICA PB;PATO BRANCO;PR;vendas4@promefarma.com.br
07.526.077/0001-49;SPECIALITE CENTRO MEDICO LTDA;GUARAPUAVA;PR;vendas4@promefarma.com.br
02.993.385/0001-60;FUNDACAO ELETRONUCLEAR DE ASSISTENCIA MEDICA;ANGRA DOS REIS;RJ;vendas8@promefarma.com.br
96.488.598/0001-89;FUNDACAO IVAN GOULART;SAO BORJA;RS;vendas3@promefarma.com.br
06.062.389/0001-86;AFGP CLINICA DE OLHOS LTDA;BALNEARIO CAMBORIU;SC;comercial3@promefarma.com.br
86.517.638/0002-09;ASSOCIACAO FRANCISCANA SAO JOSE DE URUBICI;URUBICI;SC;vendas10@promefarma.com.br
83.506.030/0017-69;BENEFICENCIA CAMILIANA DO SUL * BIGUACU;BIGUACU;SC;vendas10@promefarma.com.br
03.738.703/0001-00;CLINICA MEDICA PATCH ADAMS S/S LTDA;BLUMENAU;SC;vendas2@promefarma.com.br
27.645.745/0001-64;HARASIM SERVICOS MEDICOS EIRELI;RIO NEGRINHO;SC;vendas2@promefarma.com.br
54.370.630/0001-87;IRMANDADE DA SANTA CASA DE MISERICORDIA DE PIRACICABA;PIRACICABA;SP;vendas9@promefarma.com.br
22.669.931/0001-10;IRMANDADE NOSSA SENHORA DAS MERCES DE MONTES CLAROS;MONTES CLAROS;MG;vendas8@promefarma.com.br
17.398.245/0002-00;ASSOCIACAO HOSPITALAR BENEFICENTE MOACIR MICHELETTO DE ASSIS;SANTA HELENA;PR;vendas4@promefarma.com.br
72.510.480/0001-41;CENTRO DE ONCOLOGIA CASCAVEL LIMITADA;CASCAVEL;PR;vendas9@promefarma.com.br
07.936.283/0001-27;CLINICA MEDICA NILO BRASIL S.S.;MARINGA;PR;vendas9@promefarma.com.br
02.773.167/0001-10;HOSPITAL DE OLHOS NOROESTE DO PARANA LTDA;CIANORTE;PR;comercial3@promefarma.com.br
80.618.226/0002-70;HOSPITAL MOURA LTDA;TELEMACO BORBA;PR;vendas4@promefarma.com.br
79.724.423/0001-04;SANTA CASA DE PARANAVAI;PARANAVAI;PR;comercial3@promefarma.com.br
91.945.204/0001-50;ASSOCIACAO DO HOSPITAL DE CARIDADE DE PALMEIRA DAS MISSOES;PALMEIRA DAS MISSOES;RS;vendas9@promefarma.com.br
25.241.770/0001-57;CENTRO MEDICO VILA NOVA LTDA;PORTO ALEGRE;RS;comercial3@promefarma.com.br
89.847.370/0001-72;HOSPITAL BENEFICENTE SAO CARLOS;FARROUPILHA;RS;vendas3@promefarma.com.br
92.962.869/0007-20;HOSPITAL SÃO VICENTE DE PAULO;TRES DE MAIO;RS;vendas3@promefarma.com.br
87.750.527/0001-11;INSTITUTO ADMINISTRACAO HOSPITALAR E CIENCIAS DA SAUDE;PORTO ALEGRE;RS;vendas3@promefarma.com.br
92.219.070/0001-53;SOCIEDADE PORTUGUESA DE BENEFICENCIA;PELOTAS;RS;vendas3@promefarma.com.br
10.974.406/0006-33;INSTITUTO OFTALMOLOGICO DE SERGIPE EIRELI;PROPRIA;SE;comercial3@promefarma.com.br
19.795.262/0003-80;CRISTALINK CLINICA MEDICA LTDA;SAO JOSE DOS CAMPOS;SP;comercial3@promefarma.com.br
95.641.007/0001-07;FUNDACAO HOSPITALAR INTERMUNICIPAL DE SAUDE FHISA;CIANORTE;PR;vendas9@promefarma.com.br
09.268.215/0015-68;INCS - INSTITUTO NACIONAL DE CIENCIAS DA SAUDE;PINHAIS;PR;comercial3@promefarma.com.br
03.221.702/0001-93;FUNDACAO CARMEM PRUDENTE DE MATO GROSSO DO SUL;CAMPO GRANDE;MS;vendas2@promefarma.com.br
81.306.136/0001-26;NOVACLINICA HOSPITAL E MATERNIDADE LTDA;SAO JOSE DOS PINHAIS;PR;comercial3@promefarma.com.br
66.518.267/0011-55;CENTRO DE ESTUDOS E PESQUISAS DR.JOAO AMORIM;RIO DE JANEIRO;RJ;vendas8@promefarma.com.br
00.618.524/0001-40;HOSPITAL DAS CLINICAS DA REGIAO DOS LAGOS S/A;ARARUAMA;RJ;vendas8@promefarma.com.br
08.776.971/0007-25;INSTITUTO SANTE * HOSP SAGRADA FAMILIA ITAPIRANGA;ITAPIRANGA;SC;vendas10@promefarma.com.br
05.095.474/0001-88;INSTITUTO SUEL ABUJAMRA;SAO PAULO;SP;comercial3@promefarma.com.br
08.463.466/0001-35;CENTRO DE FERTILIDADE SAAB LTDA.;CURITIBA;PR;comercial3@promefarma.com.br
02.551.236/0001-41;INSTITUTO DA VISAO DR LUIZ ANTONIO KUSS LTDA;CASCAVEL;PR;vendas9@promefarma.com.br
80.764.889/0001-12;OFTALMOCLINICA DE CURITIBA S/C LTDA;CURITIBA;PR;comercial3@promefarma.com.br
