CODIGO_INTERNO,EAN,RMS,NOME_COMERCIAL,APRESENTACAO,MARCA,DESCRICAO,UNIDADE,PRD_QT_EQUIVALENTE
698,7898148294824,1256800480027,HEMATOFER,COMPRIMIDO,PRATI DONADUZZI,SULFATO FERROSO 40MG COMPRIMIDO,COMPRIMIDO,500
702,7896112146681,1037002410057,MICOZEN,TUBO,TEUTO,MICONAZOL 20MG/G CREME VAGINAL 80GR + APLICADOR,TUBO,50
716,7896112146599,1037000760166,IBUPRIL,COMPRIMIDO,TEUTO,IBUPROFENO 300MG COMPRIMIDO,COMPRIMIDO,100
725,7898148294961,1256800500125,GENERICO,COMPRIMIDO,PRATI DONADUZZI,PARACETAMOL 750MG COMPRIMIDO (G),COMPRIMIDO,480
730,7896523207544,1438100650056,HIDROMED,COMPRIMIDO,CIMED,HIDROCLOROTIAZIDA 25MG COMPRIMIDO,COMPRIMIDO,500
732,7896676401585,1029800490057,KOLLAGENASE,TUBO,CRISTALIA,COLAGENASE SEM CLORANFENICOL POMADA 30GR,TUBO,10
740,7896112124443,1037005100040,GENERICO,COMPRIMIDO,TEUTO,AMITRIPTILINA 25MG COMPRIMIDO (G) (C1)***,COMPRIMIDO,100
741,7896112125723,1037004870063,GENERICO,CAPSULA,TEUTO,FLUOXETINA 20MG CAPSULA (G) (C1)***,CAPSULA,70
742,7896112114581,1037004730059,GENERICO,COMPRIMIDO,TEUTO,FENITOINA 100MG COMPRIMIDO (G) (C1)***,COMPRIMIDO,100
743,7896112131229,1037004720118,GENERICO,COMPRIMIDO,TEUTO,CARBAMAZEPINA 200MG COMPRIMIDO (G) (C1)***,COMPRIMIDO,500
746,7896006237143,1049702850037,GENERICO,COMPRIMIDO,UNIAO QUIMICA,FENOBARBITAL 100MG COMPRIMIDO (G) (B1)***,COMPRIMIDO,200
747,7896006237167,1049713300017,GENERICO,FRASCO,UNIAO QUIMICA,FENOBARBITAL GOTAS 4% 20ML (G) (B1)***,FRASCO,1
749,7896112121459,1037004650020,GENERICO,FRASCO,TEUTO,VALPROATO DE SODIO SUSPENSAO 50MG/ML 100ML(G)(C1)***,FRASCO,50
766,7896112189930,1037002370047,CARBIDOL,COMPRIMIDO,TEUTO,LEVODOPA+CARBIDOPA 250/25MG COMPRIMIDO,COMPRIMIDO,50
773,7896714200125,1558401690031,NEO FEDIPINA,COMPRIMIDO,HYPERMARCAS,NIFEDIPINO 20MG COMPRIMIDO,COMPRIMIDO,30
774,7896112426646,1097400460023,EPILENIL,CAPSULA,BIOLAB SANUS,ACIDO VALPROICO 250MG CAPSULA (C1)***,CAPSULA,25
782,7896137101146,107140105,BARBITRON,COMPRIMIDO,SANVAL,FENOBARBITAL 100MG COMPRIMIDO (B1)***,COMPRIMIDO,500
791,7896006210870,1049712130142,OXCARB,COMPRIMIDO,UNIAO QUIMICA,OXCARBAZEPINA 300MG COMPRIMIDO (C1)***,COMPRIMIDO,60
802,7898016411018,ISENTO,MAGNOGEL,FRASCO,IFAL,HIDROXIDO DE ALUMINIO+MAGNESIO SUSPENSAO 100ML,FRASCO,158
813,7896006237075,1049701550048,CLORPROMAZ,COMPRIMIDO,UNIAO QUIMICA,CLORPROMAZINA 100MG COMPRIMIDO (C1)***,COMPRIMIDO,100
819,7896676410914,1029802000081,RISPERIDON,COMPRIMIDO,CRISTALIA,RISPERIDONA 1MG COMPRIMIDO (C1)***,COMPRIMIDO,200
843,7896006212577,1049712090027,CODEX,UNIDADE,UNIAO QUIMICA,PARACETAMOL+CODEINA 500/30MG COMPRIMIDO (A2)***,UNIDADE,12
844,7896676410501,1029802250088,AMYTRIL,COMPRIMIDO,CRISTALIA,AMITRIPTILINA 75MG COMPRIMIDO (C1)***,COMPRIMIDO,200
851,7898470680302,1134301720041,GENERICO,TUBO,HIPOLABOR,NEOMICINA+BACITRACINA POMADA 10GR (G),TUBO,100
858,7896137102723,1071401750099,SINVASTON,COMPRIMIDO,SANVAL,SINVASTATINA 20MG COMPRIMIDO,COMPRIMIDO,500
903,7898910350079,1565100080024,GENERICO,COMPRIMIDO,ZYDUS,MONONITRATO DE ISOSSORBIDA 40MG COMPRIMIDO (G),COMPRIMIDO,20
943,7896112128915,1037000710118,HELMIZOL,COMPRIMIDO,TEUTO,METRONIDAZOL 400MG COMPRIMIDO,COMPRIMIDO,24
953,7898148294435,1256800440033,GENÉRICO,TUBO,PRATI DONADUZZI,METRONIDAZOL+NISTATINA CREME VAGINAL 50GR (G)+APLICA,TUBO,50
957,7896006227564,1049711340070,VIVERDAL,COMPRIMIDO,UNIAO QUIMICA,RISPERIDONA 2MG COMPRIMIDO (C1)***,COMPRIMIDO,30
965,7899095258037,1542302430043,BESILAPIN,COMPRIMIDO,GEOLAB,ANLODIPINO 5MG COMPRIMIDO,COMPRIMIDO,500
972,7896015520380,1010700760507,CLAVULIN,COMPRIMIDO,GLAXOSMITHKLINE,AMOXICILINA+CLAV. POTASSIO 500/125MG COMPRIMIDO,COMPRIMIDO,30
976,7891142165770,1781707870034,MACRODANTINA,COMPRIMIDO,HYPERMARCAS,NITROFURANTOINA 100MG COMPRIMIDO,COMPRIMIDO,28
983,7896862917869,1091700340059,NIFEDIPRESS,COMPRIMIDO,MEDQUIMICA,NIFEDIPINO RETARD 20MG COMPRIMIDO,COMPRIMIDO,500
997,7896472504916,1181900330031,NEBACIDERME,TUBO,MULTILAB,NEOMICINA+BACITRACINA POMADA 10GR,TUBO,50
1004,7898470682757,1134301980019,GENERICO,FRASCO,HIPOLABOR,BROMETO DE N-BUTIL ESCOPOLAMINA GOTAS 20ML (G),FRASCO,200
1033,7899095258075,1542302430086,BESILAPIN,COMPRIMIDO,GEOLAB,ANLODIPINO 10MG COMPRIMIDO,COMPRIMIDO,500
1040,7896202501925,NOTIF SIMPLIF,EFICAL,COMPRIMIDO,VITAMED,CARBONATO DE CALCIO 500MG COMPRIMIDO,COMPRIMIDO,500
1041,7896112122456,1037006400021,GENERICO,COMPRIMIDO,TEUTO,FENOBARBITAL 100MG COMPRIMIDO (G) (B1)***,COMPRIMIDO,100
1064,7896112166368,1037003210019,PROFERGAN,COMPRIMIDO,TEUTO,PROMETAZINA 25MG COMPRIMIDO,COMPRIMIDO,200
1077,7896112161158,1037004430020,NITROFEN,COMPRIMIDO,TEUTO,NITROFURANTOINA 100MG COMPRIMIDO,COMPRIMIDO,28
1095,7898049791231,1039200730054,NIMELIT,FRASCO,VITAMEDIC,NIMESULIDA GOTAS 50MG/ML 15ML,FRASCO,50
1096,7896112137030,1037000960033,AERODINI,FRASCO,TEUTO,SALBUTAMOL 100MCG SPRAY AEROSOL 200 DOSES,FRASCO,1
1107,7898148294794,1256800320143,IONCLOR,FRASCO,PRATI DONADUZZI,CLORETO DE POTASSIO XAROPE 60MG/ML 100 ML,FRASCO,50
1116,7899095203242,1542300270049,FLEXALGIN,COMPRIMIDO,GEOLAB,CAF.+CARIS.+DICLOF.+PARACETAMOL COMPRIMIDO,COMPRIMIDO,100
1131,7898148293698,1256800260051,GENERICO,FRASCO,PRATI DONADUZZI,NISTATINA SUSPENSAO ORAL 30ML (G),FRASCO,200
1140,7896006226505,1049713440013,GENERICO,FRASCO,UNIAO QUIMICA,CARBAMAZEPINA SUSPENSAO 20MG/ML 100ML (G) (C1)***,FRASCO,1
1147,7896676403268,1029800080071,COMPAZ,COMPRIMIDO,CRISTALIA,DIAZEPAM 10MG COMPRIMIDO (B1)***,COMPRIMIDO,200
1154,7896112126010,1037005030034,GENERICO,CAPSULA,TEUTO,TRAMADOL 50MG CAPSULA (G) (A2)***,CAPSULA,50
1163,7896137101504,1071400570046,BACTRISAN,COMPRIMIDO,SANVAL,SULFAMETOXAZOL+TRIMETOPRIMA 400/80MG COMPRIMIDO,COMPRIMIDO,500
1166,7898470681965,1134301540027,GENERICO,FRASCO,HIPOLABOR,BROMETO DE N-BUTIL ESCOPOLAMINA+DIPIRONA GT 20ML (G),FRASCO,1
1172,7898470681859,1134300390072,FERSIL,FRASCO,HIPOLABOR,SULFATO FERROSO GOTAS 125MG/ML 30ML,FRASCO,1
1182,7897917001415,105710093,BELSCOPAN,COMPRIMIDO,BELFAR,BROMETO DE N-BUTIL ESCOPOLAMINA 10MG COMPRIMIDO,COMPRIMIDO,20
1183,7897732601628,1096300410093,MENTELMIN,COMPRIMIDO,SOBRAL,MEBENDAZOL 100MG COMPRIMIDO,COMPRIMIDO,600
1198,7899095210028,1542300020042,AMIORON,COMPRIMIDO,GEOLAB,AMIODARONA 200MG COMPRIMIDO,COMPRIMIDO,500
1207,7898470682115,1134301230036,GENERICO,FRASCO,HIPOLABOR,AMBROXOL XAROPE INFANTIL 15MG/5ML 100ML (G),FRASCO,50
1211,7898148295685,1256800560081,GENERICO,FRASCO,PRATI DONADUZZI,"DEXAMETASONA ELIXIR 0,1MG/ML 100ML (G)",FRASCO,50
1219,7896472502707,1181900420020,FORMYN,COMPRIMIDO,MULTILAB,METFORMINA 500MG COMPRIMIDO,COMPRIMIDO,500
1233,7898148293384,1256800340128,GENERICO,FRASCO,PRATI DONADUZZI,CARBOCISTEINA SUSPENSAO ADULTO 50MG/ML 100ML (G),FRASCO,50
1234,7898148293377,1256800340101,GENERICO,FRASCO,PRATI DONADUZZI,CARBOCISTEINA SUSPENSAO INFANTIL 20MG/ML 100ML (G),FRASCO,50
1235,7899095210042,1542300010063,CAPOX,COMPRIMIDO,GEOLAB,CAPTOPRIL 25MG COMPRIMIDO,COMPRIMIDO,750
1251,7896006237303,1049702520053,UNIFENOBARB,AMPOLA,UNIAO QUIMICA,FENOBARBITAL INJETAVEL 200 MG/ML 1ML (B1)***,AMPOLA,5
1254,7899547506440,1256800890357,RUBROMICIN,FRASCO,PRATI DONADUZZI,ERITROMICINA SUSPENSAO 25MG/ML 60ML,FRASCO,50
1256,7898505091356,1779400020021,CICLOFEMME,COMPRIMIDO,MABRA,"ETINILEST.+LEVONORG. 0,03MG+0,15MG CPR (CICLOFEMME)",COMPRIMIDO,1050
1261,7898148299034,1256801180035,GENERICO,TUBO,PRATI DONADUZZI,DICLOFENACO DIETILAMONIO GEL 60GR (G),TUBO,50
1274,7896137123001,1071402450031,GENERICO,COMPRIMIDO,SANVAL,VERAPAMIL 80MG COMPRIMIDO (G),COMPRIMIDO,500
1275,7899547505191,1256802000022,DICLONATRIUM,COMPRIMIDO,PRATI DONADUZZI,DICLOFENACO SODICO 50MG COMPRIMIDO,COMPRIMIDO,500
1293,7896676411263,1029801890059,CLOPAM,COMPRIMIDO,CRISTALIA,CLONAZEPAM 2MG COMPRIMIDO (B1)***,COMPRIMIDO,200
1294,7898216360956,1410700040038,HIDROLESS,COMPRIMIDO,PHARLAB,HIDROCLOROTIAZIDA 25MG COMPRIMIDO,COMPRIMIDO,500
1296,7896676406115,1029802610041,TRAMADON,CAPSULA,CRISTALIA,TRAMADOL 50MG COMPRIMIDO A2***,CAPSULA,100
1300,7899470805788,1384100190192,BUTALAB,FRASCO,NATULAB,"SALBUTAMOL SUSPENSAO 0,4MG/ML 100ML",FRASCO,50
1303,7898470682139,1134301230117,GENERICO,FRASCO,HIPOLABOR,AMBROXOL XAROPE ADULTO 30MG/5ML 100ML (G),FRASCO,50
1308,7896676400175,1029801990029,CODEIN,COMPRIMIDO,CRISTALIA,CODEINA 30MG COMPRIMIDO (A2)***,COMPRIMIDO,30
1310,7898133131332,1384100180022,VITER C,FRASCO,NATULAB,VITAMINA C GOTAS 20ML,FRASCO,1
1313,7897473201071,1101300430019,AEROGOLD,FRASCO,GLENMARK,SALBUTAMOL 100MCG SPRAY AEROSOL 200 DOSES,FRASCO,1
1318,7896714200699,1558400780045,CORTICORTEN,COMPRIMIDO,HYPERMARCAS,PREDNISONA 20MG COMPRIMIDO,COMPRIMIDO,20
1333,7898049791118,1039200450051,TENOLON,COMPRIMIDO,VITAMEDIC,ATENOLOL 50MG COMPRIMIDO,COMPRIMIDO,504
1336,7896112123088,1037004580049,GENERICO,COMPRIMIDO,TEUTO,"DIGOXINA 0,25MG COMPRIMIDO (G)",COMPRIMIDO,100
1344,7899547507461,1256800530059,GENERICO,TUBO,PRATI DONADUZZI,MICONAZOL CREME VAGINAL 80GR (G) + APLICADORES,TUBO,50
1345,7897473207103,1101302770011,GENERICO,FRASCO,GLENMARK,BECLOMETASONA 250MCG SPRAY ORAL 200 DOSES (G),FRASCO,1
1347,7896472504800,1181900370041,CORTITOP,TUBO,MULTILAB,DEXAMETASONA CREME 1MG/GR 10 GR,TUBO,50
1354,7896112158370,1037000760131,IBUPRIL,COMPRIMIDO,TEUTO,IBUPROFENO 600MG COMPRIMIDO,COMPRIMIDO,200
1366,7897732601789,1096300360101,ACETILDOR,COMPRIMIDO,SOBRAL,AAS 100MG INFANTIL COMPRIMIDO,COMPRIMIDO,1000
1368,7898148298259,1256800820065,GENERICO,FRASCO,PRATI DONADUZZI,PREDNISOLONA SUSPENSAO 1MG/ML 100ML (G),FRASCO,50
1369,7898148298181,1256801290061,GENÉRICO,FRASCO,PRATI DONADUZZI,PREDNISOLONA SUSPENSAO 3MG/ML 100ML (G),FRASCO,50
1377,7896112147121,1037003040016,GENERICO,FRASCO,TEUTO,MICONAZOL LOCAO 30ML (G),FRASCO,56
1384,7896676408010,1029802610092,TRAMADON,COMPRIMIDO,CRISTALIA,TRAMADOL 100MG COMPRIMIDO (A2)***,COMPRIMIDO,10
1411,7896137102792,1071401750102,SINVASTON,COMPRIMIDO,SANVAL,SINVASTATINA 40MG COMPRIMIDO,COMPRIMIDO,500
1431,7896006246305,1049712300021,UNITIDAZIN,COMPRIMIDO,UNIAO QUIMICA,TIORIDAZINA 25MG COMPRIMIDO (C1)***,COMPRIMIDO,20
1432,7896006246381,1049712300031,UNITIDAZIN,COMPRIMIDO,UNIAO QUIMICA,TIORIDAZINA 50MG COMPRIMIDO (C1)***,COMPRIMIDO,20
1442,7896255764384,1055303090033,RITMONORM,COMPRIMIDO,ABBOTT,PROPAFENONA 300MG COMPRIMIDO,COMPRIMIDO,30
1473,7896006246503,1049712300048,UNITIDAZIN,COMPRIMIDO,UNIAO QUIMICA,TIORIDAZINA 100MG COMPRIMIDO (C1)***,COMPRIMIDO,20
1484,7898123905141,1134301010036,GENERICO,COMPRIMIDO,HIPOLABOR,PARACETAMOL 500MG COMPRIMIDO (G),COMPRIMIDO,500
1515,7896714225067,1558402390023,ESTRIOPAX,UNIDADE,HYPERMARCAS,ESTRIOL CREME VAGINAL 1MG/G 50GR + APLICADOR,UNIDADE,50
1516,7896714200064,1558401690023,NEOFEDIPINA,COMPRIMIDO,HYPERMARCAS,NIFEDIPINO 10MG COMPRIMIDO,COMPRIMIDO,30
1545,7896137101344,1071401110065,TENSIOVAL,COMPRIMIDO,SANVAL,METILDOPA 500MG COMPRIMIDO,COMPRIMIDO,500
1557,7898148294480,1256800800080,GENERICO,FRASCO,PRATI DONADUZZI,LORATADINA XAROPE 1MG/ML 100ML (G),FRASCO,50
1561,7896112123194,1037004790035,GENÉRICO,TUBO,TEUTO,DEXAMETASONA CREME 1MG/GR 10GR (G),TUBO,50
1639,7898470681156,1134301730101,GENERICO,COMPRIMIDO,HIPOLABOR,OMEPRAZOL 20MG COMPRIMIDO (G),COMPRIMIDO,500
1649,7896269900068,1010702260129,AEROLIN,FRASCO,GLAXOSMITHKLINE,SALBUTAMOL 5MG/ML 10ML SOLUCAO PARA NEBULIZACAO,FRASCO,1
1687,7898148293346,1256800340063,GENERICO,FRASCO,PRATI DONADUZZI,CARBOCISTEINA SUSPENSAO INFANTIL 20MG/ML 80ML (G),FRASCO,50
1716,7898148295852,1256800580056,GENERICO,FRASCO,PRATI DONADUZZI,"DEXCLORFENIRAMINA SOLUCAO 0,4MG/ML 100ML (G)",FRASCO,50
1722,7897655400247,1055000370018,,COMPRIMIDO,UCI-FARMA,TIABENDAZOL 500MG COMPRIMIDO,COMPRIMIDO,6
1766,7896137101351,1071401110049,TENSIOVAL,COMPRIMIDO,SANVAL,METILDOPA 250MG COMPRIMIDO,COMPRIMIDO,500
1790,7898404220321,1018600190119,SANTIAZEPAM,COMPRIMIDO,SANTISA,DIAZEPAM 10MG COMPRIMIDO (B1)***,COMPRIMIDO,1000
1794,7899547527490,1256801530265,GENERICO,COMPRIMIDO,PRATI DONADUZZI,CAPTOPRIL 25MG COMPRIMIDO (G),COMPRIMIDO,300
1796,7898910350130,1565100110012,GENERICO,COMPRIMIDO,ZYDUS,CITALOPRAM 20MG COMPRIMIDO (G) (C1)***,COMPRIMIDO,30
1814,7896714200798,1558402790013,VASODIPINA,COMPRIMIDO,HYPERMARCAS,NIMODIPINO 30MG COMPRIMIDO,COMPRIMIDO,30
1815,7898148291496,1256801280064,GENERICO,TUBO,PRATI DONADUZZI,NEOMICINA+BACITRACINA POMADA 10GR (G),TUBO,200
1825,7899095210103,1542300230020,DIUREMIDA,COMPRIMIDO,GEOLAB,FUROSEMIDA 40MG COMPRIMIDO,COMPRIMIDO,500
1828,7898148293780,NOTIF SIMPLIF,PRATI-SAL,ENVELOPE,PRATI DONADUZZI,"SAIS P/REIDRATACAO ORAL 27,9GR",ENVELOPE,50
1923,7896006262879,1049712080013,GENERICO UNIAOQUIMIC,FRASCO,UNIAO QUIMICA,HALOPERIDOL GOTAS 2MG/ML 20ML (G) (C1)***,FRASCO,1
1937,7898133131318,1384100200058,POLARADEX,FRASCO,NATULAB,"DEXCLORFENIRAMINA SOLUCAO 0,4MG/ML 100ML",FRASCO,50
1962,7896714204383,1558401150010,PARKLEN,COMPRIMIDO,HYPERMARCAS,LEVODOPA+CARBIDOPA 250/25MG COMPRIMIDO,COMPRIMIDO,30
1971,7898148293728,1256800370027,GENERICO,POTE,PRATI DONADUZZI,SULFADIAZINA DE PRATA CREME 10MG/GR 400GR (G),POTE,24
1980,7898404220314,1018600190100,SANTIAZEPAM,COMPRIMIDO,SANTISA,DIAZEPAM 5MG COMPRIMIDO (B1)***,COMPRIMIDO,1000
1984,7896006254287,1049701470044,UNI-DIAZEPAX,COMPRIMIDO,UNIAO QUIMICA,DIAZEPAM 10MG COMPRIMIDO (B1)***,COMPRIMIDO,200
2015,7896676404241,1029801240070,NAUSEDRON,COMPRIMIDO,CRISTALIA,ONDANSETRONA 8MG COMPRIMIDO,COMPRIMIDO,10
2078,7897917000345,1057100050130,BELCOMPLEX,FRASCO,BELFAR,COMPLEXO B GOTAS 30ML,FRASCO,1
2114,0000000002114,103700445,GENERICO,COMPRIMIDO,TEUTO,AMINOFILINA 100MG COMPRIMIDO (G),COMPRIMIDO,20
2121,7895858002381,1376400400043,ALDOSTERIN,COMPRIMIDO,ASPEN,ESPIRONOLACTONA 25MG COMPRIMIDO,COMPRIMIDO,200
2137,7898470681323,1134300720031,FOLINAC,COMPRIMIDO,HIPOLABOR,ACIDO FOLINICO 15MG COMPRIMIDO,COMPRIMIDO,500
2163,7896241241462,1097401210160,ARADOIS,COMPRIMIDO,BIOLAB SANUS,LOSARTANA POTASSICA 25MG COMPRIMIDO,COMPRIMIDO,60
2176,7896202501185,1169500270030,RESODIC,COMPRIMIDO,VITAMED,DICLOFENACO SODICO 50MG COMPRIMIDO,COMPRIMIDO,500
2179,7896472504848,1181900010061,KELTRINA,FRASCO,MULTILAB,PERMETRINA 5% LOCAO 60ML,FRASCO,50
2183,7898148304875,1256800450128,GENÉRICO,TUBO,PRATI DONADUZZI,NISTATINA CREME VAGINAL 50GR + APLICADOR (G),TUBO,50
2210,7898123902256,1134300520057,NOVOSIL,COMPRIMIDO,HIPOLABOR,METOCLOPRAMIDA 10MG COMPRIMIDO,COMPRIMIDO,500
2211,7898470682085,1134301420048,GENERICO,FRASCO,HIPOLABOR,VALPROATO DE SODIO SUSPENSAO 50MG/ML 100ML(G)(C1)***,FRASCO,1
2217,7898049791248,1039200730089,NIMELIT,COMPRIMIDO,VITAMEDIC,NIMESULIDA 100MG COMPRIMIDO,COMPRIMIDO,504
2221,7898016413487,1353100210045,ESCAB-IFAL,FRASCO,IFAL,BENZOATO DE BENZILA LOCAO 25% 60ML,FRASCO,168
2223,7898049791286,1039200800079,PREDCORT,COMPRIMIDO,VITAMEDIC,PREDNISONA 5MG COMPRIMIDO,COMPRIMIDO,500
2228,7898148294008,1256801240021,GENERICO,FRASCO,PRATI DONADUZZI,BROMIDRATO DE FENOTEROL GOTAS 20ML (G),FRASCO,200
2229,7898123905967,1134301380021,GENERICO,AMPOLA,HIPOLABOR,DICLOFENACO SODICO INJETAVEL 25MG/ML 3ML (G),AMPOLA,100
2240,7898148290574,1256801530125,GENERICO,COMPRIMIDO,PRATI DONADUZZI,CAPTOPRIL 50MG COMPRIMIDO (G),COMPRIMIDO,600
2246,7899095210899,1542300430038,GLICAMIN,COMPRIMIDO,GEOLAB,GLIBENCLAMIDA 5MG COMPRIMIDO,COMPRIMIDO,450
2276,7898470680937,1134301110065,GENERICO,FRASCO,HIPOLABOR,"DEXCLORFENIRAMINA XAROPE 0,4MG/ML 100ML (G)",FRASCO,50
2278,7898470681903,1134301330030,GENERICO,FRASCO,HIPOLABOR,SIMETICONA GOTAS 75MG/ML 10ML (G),FRASCO,1
2283,7896714203645,1558402290037,GENERICO,FRASCO,HYPERMARCAS,"DEXCLORFENIRAMINA SOLUCAO 0,4MG/ML 120ML (G)",FRASCO,1
2301,7898470681033,1134301310064,GENERICO,TUBO,HIPOLABOR,CETOCONAZOL CREME 20MG/G 30GR (G),TUBO,1
2302,7896112145769,1037003130031,GENERICO,FRASCO,TEUTO,ALBENDAZOL SUSPENSAO 40MG/ML 10ML (G),FRASCO,50
2308,7896472502820,1181901470021,MENOCOL,COMPRIMIDO,MULTILAB,SINVASTATINA 20MG COMPRIMIDO,COMPRIMIDO,30
2309,7896472502936,1181901470031,MENOCOL,COMPRIMIDO,MULTILAB,SINVASTATINA 40MG COMPRIMIDO,COMPRIMIDO,30
2321,7897732604285,1096300410069,MENTELMIN,FRASCO,SOBRAL,MEBENDAZOL SUSPENSAO 20MG/ML 30ML,FRASCO,1
2363,7896714280196,1558402740024,NEO ITRAX,COMPRIMIDO,HYPERMARCAS,ITRACONAZOL 100MG COMPRIMIDO,COMPRIMIDO,15
2374,7898148290758,1256801460038,GENERICO,COMPRIMIDO,PRATI DONADUZZI,ATENOLOL 25MG COMPRIMIDO (G),COMPRIMIDO,600
2385,7898505090892,1779400110029,VERMECTIL,COMPRIMIDO,MABRA,IVERMECTINA 6MG COMPRIMIDO,COMPRIMIDO,4
2386,7898133130403,1384100020017,MAXALGINA,FRASCO,NATULAB,DIPIRONA GOTAS 500MG/ML 10ML,FRASCO,200
2392,0000000002392,,,COMPRIMIDO,NEO QUIMICA,DIOSMINA+HESPERIDINA 450/50MG COMPRIMIDO,COMPRIMIDO,30
2425,7897917002301,1057101380029,CASTANHA DA INDIA,COMPRIMIDO,BELFAR,CASTANHA DA INDIA COMPRIMIDO,COMPRIMIDO,60
2429,7897732601796,1096300330057,SULFAZINA,COMPRIMIDO,SOBRAL,SULFADIAZINA 500MG COMPRIMIDO,COMPRIMIDO,500
2438,0742832304772,1201900290014,COLIPAN,COMPRIMIDO,GREEN PHARMA,BROMETO DE N-BUTIL ESCOPOLAMINA 10MG COMPRIMIDO,COMPRIMIDO,30
2439,7896472503209,1181900610059,BUPROVIL,COMPRIMIDO,MULTILAB,IBUPROFENO 300MG COMPRIMIDO,COMPRIMIDO,600
2441,7897655405891,1055000970029,MINUSORB,COMPRIMIDO,UCI-FARMA,ALENDRONATO DE SODIO 10MG COMPRIMIDO,COMPRIMIDO,30
2464,7899470805993,1384100230267,BRONQTRAT,FRASCO,NATULAB,AMBROXOL XAROPE ADULTO 30MG/5ML 100ML,FRASCO,1
2466,7898148295500,1256801730019,PRATIGLOS,TUBO,PRATI DONADUZZI,OXIDO DE ZINCO+VITAMINA A+D POMADA 45GR,TUBO,50
2467,7896112115274,1037004950040,GENERICO,COMPRIMIDO,TEUTO,BROMAZEPAM 3MG COMPRIMIDO (G) (B1)***,COMPRIMIDO,100
2480,7891721028601,1008902020707,EUTHYROX,COMPRIMIDO,MERCK,LEVOTIROXINA SODICA 100MCG COMPRIMIDO,COMPRIMIDO,50
2507,7896112126089,1037006220171,ANTIDIN,COMPRIMIDO,TEUTO,RANITIDINA 150MG COMPRIMIDO,COMPRIMIDO,100
2508,7896112125266,1037004100071,GENERICO,FRASCO,TEUTO,SULFAMETOXAZOL+TRIMETOPRIMA SUSP 40/8MG/ML 50ML (G),FRASCO,50
2524,7896137101436,1071401060068,ANGIL,COMPRIMIDO,SANVAL,DINITRATO DE ISOSSORBIDA SUBLINGUAL 5MG COMPRIMIDO,COMPRIMIDO,500
2541,7898272940628,1468200090021,VENOPRESSIN,COMPRIMIDO,SUN FARMACEUTICA,METILDOPA 500MG COMPRIMIDO,COMPRIMIDO,500
2544,7898148294602,1256801260020,GENERICO,TUBO,PRATI DONADUZZI,DEXAMETASONA CREME 1MG/GR 10GR (G),TUBO,100
2551,7899547507447,1256800450101,GENERICO,TUBO,PRATI DONADUZZI,NISTATINA CREME VAGINAL 60GR + APLICADOR (G),TUBO,50
2557,7898016410936,ISENTO,HALOXIN,FRASCO,IFAL,HIDROXIDO DE ALUMINIO SUSPENSAO 60MG/ML 100ML,FRASCO,1
2559,7896112113850,1037004950083,GENERICO TEUTO,COMPRIMIDO,TEUTO,BROMAZEPAM 6MG COMPRIMIDO (G) (B1)***,COMPRIMIDO,100
2567,7898148292509,1256801550037,GENERICO,COMPRIMIDO,PRATI DONADUZZI,PIROXICAM 20MG COMPRIMIDO (G),COMPRIMIDO,300
2568,7898148298600,1256801800033,GENERICO,COMPRIMIDO,PRATI DONADUZZI,BROMOPRIDA 10MG COMPRIMIDO (G),COMPRIMIDO,800
2583,7896472516469,1181901470013,MENOCOL,COMPRIMIDO,MULTILAB,SINVASTATINA 10MG COMPRIMIDO,COMPRIMIDO,30
2611,7896006275763,1049711320029,UNIMEDROL,FRASCO AMPOLA,UNIAO QUIMICA,METILPREDNISOLONA INJETAVEL 500MG C/DILUENTE (G),FRASCO AMPOLA,1
2650,7898148293759,1256800370051,GENERICO,TUBO,PRATI DONADUZZI,SULFADIAZINA DE PRATA CREME 10MG/GR 50GR (G),TUBO,50
2678,7898148292790,1256801590128,GENERICO,FRASCO,PRATI DONADUZZI,ACEBROFILINA XAROPE INFANTIL 120ML (G),FRASCO,50
2687,7898133130427,1384100040182,MASFEROL,FRASCO,NATULAB,SULFATO FERROSO 25MG/ML XAROPE 100ML,FRASCO,50
2704,7897848500600,1476100140107,GENERICO,FRASCO,NATIVITA,AMBROXOL XAROPE INFANTIL 15MG/5ML 100ML (G),FRASCO,80
2713,7897076906960,1235200480074,GENERICO,COMPRIMIDO,RANBAXY,SINVASTATINA 20MG COMPRIMIDO (G),COMPRIMIDO,30
2729,7898123908913,1134301760035,GENERICO,AMPOLA,HIPOLABOR,"TERBUTALINA INJETAVEL 0,5MG/ML 1ML (G)",AMPOLA,100
2738,7896112127437,1037003990057,GENERICO,FRASCO,TEUTO,DEXCLORFENIRAMINA+BETAMETASONA SUSPENSAO 120ML,FRASCO,1
2741,7897732601830,109630036,ACETILDOR,COMPRIMIDO,SOBRAL,AAS 500MG ADULTO COMPRIMIDO,COMPRIMIDO,500
2745,7898216366217,1410701080076,GENERICO,COMPRIMIDO,PHARLAB,SINVASTATINA 20MG COMPRIMIDO (G),COMPRIMIDO,500
2747,17898610760045,ISENTO,HIDROXIL PLUS,FRASCO,MARIOL,HIDROXIDO DE ALUMINIO+MAGNESIO SUSPENSAO 100ML,FRASCO,48
2748,17898917592370,1624100040031,GENERICO,FRASCO,MARIOL,METOCLOPRAMIDA GOTAS 4MG/ML 10ML (G),FRASCO,96
