id_produto,descricao,id_sintese,id_marca,complemento
25543,Canula para aspiração - und,135309,331,
25732,Trocater - und,262006,394,
26049,Sonda extratora de cálculos em Nitinol (Dormia),138121,47,
26057,Perneira,207116,848,
26085,Catéter Diagnóstico Judkins,154964,47,
26087,Catéter diagnóstico vertebral,239685,891,
26088,Catéter diagnóstico amplatz,155704,192,
26098,Válvula de exalação para respirador,262041,1316,
26103,Kit para gastronomia endoscópica,219126,181,
26112, Sondas para Nutrição Enteral por Gastrostomia,217050,94,
26116,Fio de aço para cerclagem,221773,438,
26117,Fio de aço inox (kirschiner ou steimann) ,159226,329,
26158,Fio Guia J 0;14,236878,3,
26168,Bainha de Acesso,288462,4724,
26169,Balão para dilatação de esôfago,208727,742,
26173,Cateter Dialise Peritonial Infantil,171103,331,
26174,Cateter Diagnostico Duodecapolar,187195,1,
26175,Cateter Pigtail para drenagem,255909,2739,
26176,Cateter de diagnóstico pigtail,154965,47,
26179,Filtro para respirador neonatal,274471,117,
26194,Kit monitorização de pressão,215709,275,
26195, Kit para dilatação de uretra e ureter.,138736,474,
26198,Tubo sensor de fluxo,186501,581,
26200,Máscara termoplástica para radioterapia,237946,5292,
26201,Obturador ponta piramidal,252841,1228,
26203,Caneta eletrocirurgica descartável com acion. botão feliant,176429,23,
26221,Kit capilar para hemofiltração e hemodiálise,277489,16326,
26222,Kit 5 linhas para sensor,154217,4412,
26226,Extensor para infusão diálise sem filtro,281212,128,
26361,Agulha para anestesia peridural ponta de lápis - numerações diversas,279112,32,
26392,Cateter umbilical n 4.0 - und,139461,271,
26448,Carga para grampeador cirúrgico - und,175463,2536,
26588,Traqueia para circuito 22x22x070,259296,4559,
26780,Válvula redutora para rede de ar comprimido,153443,224,
26781,Válvula redutora para rede de oxigênio,153449,224,
26890,Dreno de torax (mediastinal) - und,249520,72,
26943,Clip para hemostasia - und,263728,394,
26975,Kit tubulação de faco,200520,3,
26976,Microesponja de celulose,200759,7,
26981,Bisturi cirurgico ,221799,7,
27005,Catéter duplo lumen longa permanência-und,192671,14,
27042,Dreno de Ker,239892,258,
27056,Linha arterial sem cata-bolha  8mm,282396,14,
27176,Guia descartável para biópsia,260323,724,
27227,Injetor de esclerose,263704,47,
27237,Canula para biopsia de tecidos moles,264765,32,
27239,Agulha para cateter totalmente implantável,157985,23,
27287,Dispositivos para punção arterial e venosa,179190,32,
27342,Laço de captura de corpo estranho,223752,5978,
27351,Conjunto para drenagem ( conjunto para acesso percutâneo),218464,4953,
27361,Guia de agulha para transdutor endocavitário,254813,2770,
27375,Splint nasal ,159288,181,
27572,Circuito paciente silicone adulto com dreno,170626,224,
27593,Filtro para circuito respiratório ,170781,117,
27647,Sistema de enchimento e injeção automática de meio de contraste (manyifill),156318,125,
27753,Pulseira para compressão da artéria radial,214260,192,
27755,Vedante externo - und,201327,2162,
27859,Introdutor longo,209371,6074,
27861,Catéter para retirada de filtro veia cava,185441,230,
27863,Cesta extratora de cálculos,159630,2438,
27869,Kit cirurgia bariátrica,183395,146,
27870,Carga articulada,218728,241,
27875,Placas cirúrgicas diversa,201335,336,Placas cirúrgicas diversa
27877,Introdutor,187353,32,
27878,Extrator de cateter balão,220101,4724,
27879,Kit lavagem,234415,1492,
27880,Lamina de vaporização,185291,1,
27896,Empunhadeira com / sem cremalheira,245303,3269,
27919,Papilotomo tipo triplo lúmen - tipo estilete 30 fr - und,208503,8051,
27976,Clip endoscópico - und,184105,728,
28010,Fio guia dirigivel para angioplastia,245621,3,
28048,Papilotomo tipo triplo lúmen - tipo faca - und,183697,6000,
28139,Injetor para endoscopia - und,208469,4102,
28181,Botão Fechamento Crânio - und,171043,8228,
28679,Eletrodo eletrocirúrgico alça 10mm x 10mm - und,176573,1029,
28680,Eletrodo eletrocirúrgico alça 10mm x 15mm - und,176578,2536,
28681,Eletrodo eletrocirúrgico alça 15mm x 4mm - und,181252,901,
28813,Cânula para traqueostomia shiley n. 10.0 mm - und,177200,4677,
28885,Dreno de torax em pvc com coletor 2000 ml ,221524,2417,
28886,Dreno de tórax em silicone ,278023,72,
28965,Caneta injetor de lente intraocular,233132,645,
28994,Endoloop Endoscópico descartável,221805,827,
29023,Trepano descartável receptor,200772,11963,
29051,Dialisador baixo fluxo,193071,29,
29190,Kit acesso vascular periférico com guia,207114,821,
29196,Conector para cateter venoso central ,279581,743,
29222,Cesta para extração de cálculos,208730,742,
29275,Pico SIS de poress negativa,264112,4081,
29510,Lasik córnea flap,201035,7,
29655,Válvula tipo ruben para anestesia sem reinalação,192571,541,
29656,Anel cirúrgico,200952,1443,
29682,Catéter Diagnóstico Multipurpose,241386,891,
29746,Kit de aspiração manual intra uterina (AMIU),184700,474,
29749,Ferula metálica,185025,871,
29843,Cateter Longa Permanencia Permcath 12;5F,290849,14,
29844,Linha de sangue venosa com catabolhas,204647,160,
29902,Estabilizador para joelho com suporte metálico P M G,187199,1,
29910,Tubo de hipospadia 6 fr - und,208019,181,
29958,Kit cânula para  traqueostomia shiley com balão,220705,221,
30004,Cabo pressão invasiva - und,258861,743,
30007,Cânula de cardioplegia,238086,1054,
30018,Eletrodo alça reto,285029,901,
30020,Eletrodo bola reto,216998,1,
30024,Esfera para ressecção bipolar / monopolar,203797,395,
30032,Haste de estilete luminoso com lãmpada,221783,221,Haste de estilete luminoso com lãmpada
30042,Placa para imobilização nasal,264854,11549,
30044,Filtro para aspirador cirúrgico,221431,5644,
30053,Grau de porcelana com pistilo,231228,11549,
30055,Rack acess 16 mm,202664,10441,
30060,Eletrodo ponta tipo faca,194009,901,
30062,Kit de guias / anguladores de agulha para ultrassom,194538,317,
30066,Kit com 60 escovas diversas e 2 suportes,205438,4868,
30067,Conector cotovelo para traquéia,244945,224,
30068,Cordonet fino estéril com 1 metro,200253,11917,
30103,CRANIOTOMIA PARA TUMORES ÓSSEOS,188402,71,
31814,Catéter duplo J - und,244067,14,
31831,Balão dilator de esofago com guia,280039,6000,
31834,Placa eletrocauterio infantil / adulto,199940,1,
31873,Conector reto,200181,224,
31903,Filtro para fluido de diálise,192896,7328,
31904,Linha venosa para hemodiálise,193088,29,
31905,Kit catéter duplo lumen extensões retas 11;5 FR / Ch x 16 cm,200665,14,
31906,Kit catéter duplo lumen extensões retas 11;5 FR / Ch x 19;5 cm,201152,14,
31907,Kit catéter duplo lumen extensões retas 11;5 FR / Ch x 24 cm,279146,14,
31908,Kit de linha sangue arterial / venoso - descartável,191843,160,
31909,Agulha de fístula arterio venosa 15 g,191840,160,
31942,Kit introdutor percutâneo  7FR x 10 cm,214649,331,
31943,Sensor de capnografia,274075,549,
31946,Colchão caixa de ovo - und,261243,258,
32145,Circuito paciente alto/baixo fluxo,219629,1825,
32146,Clip hemostasia,224993,394,
32149,Respirador valvulado tipo concha,244522,1,
32155,Esclerótomo ( lanceta ),283021,32,
32157,Transfer-set de 3 vias,262719,125,
32158,Válvula fala disfagia para paciente traquestomizado utilizando vent. mec.,284026,221,Válvula fala disfagia para paciente traquestomizado utilizando vent. mec.
32167,Kit legacy ponteira 0;9 mm luva roxa,200753,7,
32245,Implantes Oftalmológicos,237705,181,
32256,Papilotomo triplo lúmen,208736,742,
32376,Marcador para biópsia,275972,2598,
32377,Fibra ótica,205737,12542,NULL
32523,Coletor de pólipos,221052,4805,
32524,Over tube,212194,13088,
32528,Cápsula endoscópica,221462,4805,
32598,Kit vedante para bainha,249521,7326,
33199,Catéter para eletrodo temporário - und,272985,7109,
33778,Anel plástico para Postectomia,222252,1036,
34054,Catéter diagnóstico - und,239684,891,
34085,Catéter certofix,274280,14,
34338,Cabo de diatermia monopolar macho/fêmea,231444,12721,
34375,Biokit dreno de torax n 34 - und,256853,73,
34608,Catéter especial de silicone hipospadia - und,244678,181,
34779,Catéter para subclávia,265962,331,
34903,Catéter terapêutico - und,239717,4677,
34907,Kit cirúrgico para angiografia,238318,848,
35168,CAMISA CISTOSCOPICA 21FR COM OBTURADOR,280637,7451,
35230,Tubo T de silicone - metro,291457,4960,Tubo T de silicone - metro
35361,Cânula Seringa,255533,32,
35488,Diu Andalan Classic Cu380,288610,6010,
35823,Cânula para traqueostomia com endocanula em aço inox com fita - und,248863,416,
36052,Anticonceptivo intrauterino,257873,6714,
36106,Dreno otológico ,270889,181,
36218,Cartuchos i-STAT,257170,4805,
36370,Kit de traqueostomia percutânea sem pinça,257415,221,
36412,Dreno de tórax em pvc - und,275223,10268,Dreno de tórax em pvc - und
36443,Agulha de micropunção e fio guia de nitinol,265177,5978,
36942,Capa Para Prótese ,272842,16704,
37037,Silicone liner 6Y70-320                           ,268286,5831,
37091,Espuma rígida- und,268260,5831,
37094,Cone Poliforme - und,268246,16489,
37466,Conjunto de Cateterização arterial,281199,14,
37547,Cânula de bloqueio,283789,866,
8819,Agulha de corte automático 14 g x 10cm - und,115187,48,NULL
8820,Agulha de corte automático 14 g x 12 cm - und,115189,48,NULL
8821,Agulha de corte automático 14 g x 16 cm - und,209577,32,
8822,Agulha de corte automático 16 g x 10cm - und,115193,48,NULL
8823,Agulha de corte automático 16 g x 12 cm - und,115195,48,NULL
8824,Agulha de corte automático 16 g x 16 cm - und,115197,48,NULL
8825,Agulha de corte automático 18 g x 10cm - und,115199,48,NULL
8826,Agulha de corte automático 18 g x 16 cm - und,115201,48,NULL
8827,Agulha de corte automático 18 g x 25 cm - und,182743,32,
8828,Agulha de punção 20 g x 15 - und,51554,23,Cytocan
8829,Agulha de punção 20 g x 20 - und,51559,23,Cytocan
8830,Agulha de punção 22 g x15 - und,51565,23,Cytocan
8831,Agulha de punção para sistema de portes 20g x 20 mm - und,51567,23,Agulha
8832,Agulha de punção corta fluxo para sistema de portes - und,51573,23,Cytocan
8833,Agulha de punção tipo chiba 20 ga x 20 cm - und,85890,23,
8834,Agulha descartável para punção aspinal 22 x 1 1-2 - und,90128,23,
8835,Agulha descartável para punção aspinal 22 x 2 1-2 - und,85892,23,
8836,Agulha descartável para punção aspinal 22 x 3 1-2 - und,51612,23,Agulha
8837,Agulha para aspiração de medula óssea 15g x 40cm ( mielograma ) com empunhadeira ergonomica. com regulador de comprimento . mandir e canula monofacetada na extremidade distal. - und,115223,48,NULL
8838,Agulha para aspiração de medula óssea 15gx5mm (mielograma) com limitador de profundidade. siliconizada. bisel cortante. conexão luer lock. trava de segurança. plug anti refluxo e cabo anatômico - und,115225,48,NULL
8839,Agulha para aspiração de medula óssea 16gx5mm (mielograma) com limitador de profundidade. siliconizada. bisel cortante. conexão luer lock. trava de segurança. plug anti refluxo e cabo anatômico - und,115227,48,NULL
8840,Agulha para aspiração e biopsia 16gx6cm - und,115229,48,NULL
8841,Agulha para biópsia 14 g x 150 mm - und,115231,48,NULL
8842,Agulha para biopsia de medula ossea 13gx6.2 cm com empunhadura ergonomica e conector luer lock - und,115233,48,NULL
8843,Agulha para biópsia de medula óssea 16 g x 5 cm - und,51659,32,Agulha
8844,Agulha para biópsia 18g x 25cm - und,51663,23,Agulha
8845,Agulha para biópsia localizada mamária accura bln 20 x 10 - und,51671,32,Agulha
8846,Agulha para biópsia óssea - medula óssea 8 g x 15 cm - und,115241,48,NULL
8847,Agulha para biópsia renal semi automática 16 g x 20 - und,51685,32,Agulha
8848,Agulha para biópsia renal semi automática 18 g x 20 - und,51699,32,Agulha
8849,Agulha para punção de fav 15 - und,115247,48,NULL
8850,Agulha para transplante 08g x 10 cm com ponta duplo diamente e dispositivo de descarte - und,51716,32,Agulha
8851,Agulha para transplante 11g x 10 cm com ponta duplo diamente e dispositivo de descarte - und,51723,32,Agulha
8852,Alça de polipectomia hexagonal colono autoclavável - und,115253,48,NULL
8853,Alça de ressecção - und,115255,48,NULL
8854,Anel para valvuloplastia valvar mitral tam 24 - und,115257,48,NULL
8855,Anel para valvuloplastia valvar mitral tam 26 - und,115259,48,NULL
8856,Anel para valvuloplastia valvar mitral tam 28 - und,115261,48,NULL
8857,Anel para valvuloplastia valvar mitral tam 30 - und,115263,48,NULL
8858,Anel para valvuloplastia valvar mitral tam 32 - und,115265,48,NULL
8859,Anel para valvuloplastia valvar mitral tam 34 - und,115267,48,NULL
8860,Anel para valvuloplastia valvar mitral tam 36 - und,115269,48,NULL
8861,Anel para valvuloplastia valvar mitral tam 38 - und,115271,48,NULL
8862,Anel para valvuloplastia valvar tricúspide tam 24 cm - und,115273,48,NULL
8863,Anel para valvuloplastia valvar tricúspide tam 26 cm - und,115275,48,NULL
8864,Anel para valvuloplastia valvar tricúspide tam 28 cm - und,115277,48,NULL
8865,Anel para valvuloplastia valvar tricúspide tam 30 cm - und,115279,48,NULL
8866,Anel para valvuloplastia valvar tricúspide tam 32 cm - und,115281,48,NULL
8867,Anel para valvuloplastia valvar tricúspide tam 34 cm - und,115283,48,NULL
8868,Anel para valvuloplastia valvar tricúspide tam 36 cm - und,115285,48,NULL
8869,Anel para valvuloplastia valvar tricúspide tam 38 cm - und,115287,48,NULL
8870,Biokit  dreno de tórax completo adulto - und,115289,48,NULL
8871,Biokit de dreno toráx radiopaco pvc 26fr  - und,51757,41,DRENO TORAX RADIOPACO 38FR
8872,Biokit dreno de torax  n 16 500 Ml - und,115293,48,NULL
8873,Biokit dreno de tórax 22 com 03 vias - 2000 Ml - und,115295,48,NULL
8874,Biokit dreno de tórax 34 com 02 vias - 2000 Ml - und,115297,48,NULL
8875,Biokit dreno de tórax 36 com 02 vias - 2000 Ml - und,119055,41,
8876,Biokit dreno de tórax com 02 vias - 2000 Ml - und,95466,41,
8877,Biokit dreno de torax n 10 500 Ml - und,115303,48,NULL
8878,Biokit dreno de torax n 8 - und,77690,41,dreno torax  
8879,Biokit dreno de torax n 14 - und,115307,48,NULL
8880,Biokit dreno de torax n 20 - und,119053,41,
8881,Biokit dreno de torax n 20 500 Ml - und,115311,48,NULL
8882,Biokit dreno de torax n 28 - und,226329,41,Biokit dreno de torax n 28 - und
8883,Biokit dreno de torax n 28 500 Ml - und,115315,48,NULL
8884,Biokit dreno de torax n 32 - und,51816,41,Walter seal
8885,Biokit dreno de torax n 38 - und,115319,48,NULL
8886,Biokit dreno de toráx n 38 1000 Ml - und,115321,48,NULL
8887,Biokit dreno de torax n 8 500 Ml - und,115323,48,NULL
8888,Bomba de infusão elastomérica portatil descartavel 275 ml. vazão de 5ml-h - und,51829,23,Bomba
8889,Caneta para bisturi descartável e2515 - und,139886,23,
8890,Caneta electrocirúrgica descartável - und,115329,48,NULL
8891,Cânula de traqueostomia  n° 8.5 - und,115331,48,NULL
8892,Cânula de traqueostomia 6.5 mm - und,115333,48,NULL
8893,Cânula de traqueostomia 8.0 - und,115335,48,NULL
8894,Cânula de traqueostomia ajustável para obesos com balão n 8 - und,115337,48,NULL
8895,Cânula de traqueostomia ajustável para obesos n 10 - und,115339,48,NULL
8896,Cânula de traqueostomia ajustável para obesos n 8.0 - und,115341,48,NULL
8897,Cânula de traqueostomia ajustável para obesos n 9.0 - und,115343,48,NULL
8898,Cânula de traqueostomia com balão n° 6.5 - und,115345,48,NULL
8899,Cânula de traqueostomia com tubo em pvc termosensível com balão n 6.0 adulto - und,115347,48,NULL
8900,Cânula de traqueostomia com tubo em pvc termosensível com balão n 8 - und,115349,48,NULL
8901,Cânula de traqueostomia com tubo em pvc termosensível com balão n 9 - und,115351,48,NULL
8902,Cânula de traqueostomia com tubo em pvc termosensível sem balão n 6 - und,115353,48,NULL
8903,Cânula de traqueostomia descartável n 2.5 sem balão - und,115355,48,NULL
8904,Cânula de traqueostomia metálica sem balão n. 05 - und,115357,48,NULL
8905,Cânula de traqueostomia n 5.5 mm - und,115359,48,NULL
8906,Cânula de traqueostomia n 7.0 mm - und,115361,48,NULL
8907,Cânula de traqueostomia n 7.5 mm com balão - und,115363,48,NULL
8908,Cânula de traqueostomia n 9.5 - und,115365,48,NULL
8909,Canula de traqueostomia 3;5 com balão - und,115367,48,NULL
8910,Cânula de traqueostomia n° 5 - und,115369,48,NULL
8911,Cânula de traqueostomia n° 6.0 - und,115371,48,NULL
8912,Cânula de traqueostomia n° 9.0 - und,115373,48,NULL
8913,Cânula de traqueostomia pediatrica 4.0 mm - und,115375,48,NULL
8914,Cânula de traqueostomia pediatrica n 3.5 mm - und,115377,48,NULL
8915,Cânula de traqueostomia pediatrica n 4.5 mm - und,115379,48,NULL
8916,Cânula de traqueostomia pediatrica n 5.0 mm - und,115381,48,NULL
8917,Cânula de traqueostomia pediatrica n 6.0 mm - und,115383,48,NULL
8918,Cânula de traqueostomia s- balão n° 3 - und,115385,48,NULL
8919,Cânula de traqueostomia s- balão n° 5.0 - und,115387,48,NULL
8920,Cânula de traqueostomia sem cuff n 2.5 - und,115389,48,NULL
8921,Cânula de traqueostomia sem cuff n 3.5 - und,115391,48,NULL
8922,Cânula de traqueostomia sem cuff n 4 - und,115393,48,NULL
8923,Cânula de traqueostomia sem cuff n 4.5 - und,115395,48,NULL
8924,Cânula de Traqueostomia sem CUFF N 5 - Und,115397,48,NULL
8927,Cânula nasal para oxigenoterapia silicone neo 2.0 mm - und,115399,48,NULL
8928,Cânula para aspiração de medula óssea com empunhadura anatômica com dispositivo regulador de comprimento 16g x 10mm x 75mm - und,51997,32,Cânula
8929,Cânula para biópsia de medula com empunhadura ergonômica em aço inoxidável 11g x 15mm - und,52001,32,Cânula
8930,Canula para biopsia de tecidos moles 14gx150mm - und,115405,48,NULL
8931,Canula para biopsia e aspiração de medula óssea 13 x 10 - und,115407,48,NULL
8932,Cânula para traqueostomia ajustável com balão  nº 8 - und,115409,48,NULL
8933,Cânula para traqueostomia ajustável com balão nº 9 - und,115411,48,NULL
8934,Cânula para traqueostomia com balão n 6 - und,115413,48,NULL
8935,Canula para traqueostomia com balão n 8 - und,115415,48,NULL
8936,Cânula para traqueostomia com balonete sem fenestra n  6 - und,115417,48,NULL
8937,Cânula para traqueostomia com balonete sem fenestra n 10 lpc - und,115419,48,NULL
8938,Cânula para traqueostomia com balonete sem fenestra n 8 - und,115421,48,NULL
8939,Canula para traqueostomia com cuff de Canula unica (sct) n 9 - und,115423,48,NULL
8940,Cânula para traqueostomia com cuff fenestrada n 8 - und,115425,48,NULL
8941,Cânula para traqueostomia com cuff n. 5 - und,115427,48,NULL
8942,Canula para traqueostomia com cuff n° 10 - und,115429,48,NULL
8943,Canula para traqueostomia com cuff n° 4 - und,115431,48,NULL
8944,Cânula para traqueostomia com cuff n° 8 - und,115433,48,NULL
8945,Canula para traqueostomia com cuff n° 8.5 - und,115435,48,NULL
8946,Cânula para traqueostomia com cuff nº 6 - und,115437,48,NULL
8947,Cânula para traqueostomia com cuff nº 7 - und,115439,48,NULL
8948,Cânula para traqueostomia com cuff nº 7.5 - und,115441,48,NULL
8949,Cânula para traqueostomia de metal nº 00 - und,115443,48,NULL
8950,Cânula para traqueostomia descartável com balão nº 9 mm - und,115445,48,NULL
8951,Cânula para traqueostomia descartável n 10.0 com balão e conexão - und,115447,48,NULL
8952,Cânula para traqueostomia descartável n 3.0 com balão e conexão - und,115449,48,NULL
8953,Cânula para traqueostomia descartável n 3.0 sem balão com conexão - und,52120,23,Cânula
8954,Cânula para traqueostomia descartável n 3.5 com balão e conexão - und,115453,48,NULL
8955,Cânula para traqueostomia descartável n 3.5 sem balão com conexão - und,115455,48,NULL
8956,Cânula para traqueostomia descartável n 4.0 com balão e conexão - und,115457,48,NULL
8957,Cânula para traqueostomia descartável n 4.0 sem balão com conexão - und,115459,48,NULL
8958,Cânula para traqueostomia descartável n 4.5 com balão - und,115461,48,NULL
8959,Cânula para traqueostomia descartável n 4.5 com balão e conexão - und,115463,48,NULL
8960,Cânula para traqueostomia descartável n 4.5 sem balão com conexão - und,115465,48,NULL
8961,Cânula para traqueostomia descartável n 5.0 com balão e conexão - und,115467,48,NULL
8962,Cânula para traqueostomia descartável n 5.0 sem balão com conexão - und,115469,48,NULL
8963,Cânula para traqueostomia descartável n 5.5 com balão e conexão - und,115471,48,NULL
8964,Cânula para traqueostomia descartável n 6.0 com balão e conexão - und,115473,48,NULL
8965,Cânula para traqueostomia descartável n 6.5 com balão e conexão - und,115475,48,NULL
8966,Cânula para traqueostomia descartável n 7.0 com balão e conexão - und,115477,48,NULL
8967,Cânula para traqueostomia descartável n 7.0 sem balão com conexão - und,115479,48,NULL
8968,Cânula para traqueostomia descartável n 7.5 com balão e conexão - und,115481,48,NULL
8969,Cânula para traqueostomia descartável n 7.5 sem balão com conexão - und,52252,17,Cânula
8970,Cânula para traqueostomia descartável n 8.0 sem balão com conexão - und,115485,48,NULL
8971,Cânula para traqueostomia descartável n 8.5 sem balão com conexão - und,115487,48,NULL
8972,Cânula para traqueostomia descartável n 9.0 sem balão com conexão - und,115489,48,NULL
8973,Canula para traqueostomia fenestrada n 8 (shiley 8 fen) - kit,115491,48,NULL
8974,Cânula para traqueostomia metal 03 (longa) - und,115493,48,NULL
8975,Cânula para traqueostomia metal 03 (média) - und,115495,48,NULL
8976,Cânula para traqueostomia metal 04 (curta) - und,115497,48,NULL
8977,Cânula para traqueostomia metal 04 (longa) - und,115499,48,NULL
8978,Cânula para traqueostomia metal 04 (média) - und,115501,48,NULL
8979,Cânula para traqueostomia metal 05 (curta) - und,115503,48,NULL
8980,Cânula para traqueostomia metal 05 (longa) - und,115505,48,NULL
8981,Cânula para traqueostomia metal 05 (média) - und,115507,48,NULL
8982,Cânula para traqueostomia metal 06 (curta) - und,115509,48,NULL
8983,Cânula para traqueostomia metálica  n° 3  9.0 mm x 6.5 cm - und,115511,48,NULL
8984,Cânula para traqueostomia metalica n° 2  8.0 mm x 6.0 cm - und,115513,48,NULL
8985,Cânula para traqueostomia metálica n° 4 10.0 mm x 7.0 cm - und,115515,48,NULL
8986,Cânula para traqueostomia n 02 de metal - und,115517,48,NULL
8987,Cânula para traqueostomia n 04 de metal - und,115519,48,NULL
8988,Cânula para traqueostomia n 05 de metal - und,115521,48,NULL
8989,Cânula para traqueostomia n 06 de metal - und,115523,48,NULL
8990,Canula para traqueostomia n 3.0 c- balão - und,115525,48,NULL
8991,Canula para traqueostomia n 3.5 c- balão - und,115527,48,NULL
8992,Canula para traqueostomia n 4.0 c- balão - und,115529,48,NULL
8993,Canula para traqueostomia n 4.5 c- balão - und,115531,48,NULL
8994,Canula para traqueostomia n 5.0 c- balão - und,115533,48,NULL
8995,Canula para traqueostomia n 5.5 c- balão - und,115535,48,NULL
8996,Cânula para traqueostomia n 6.0 mm c-balão - und,115537,48,NULL
8997,Cânula para traqueostomia n 6.5 mm c-balão - und,115539,48,NULL
8998,Cânula para traqueostomia n 7.0 mm c-balão - und,115541,48,NULL
8999,Canula para traqueostomia n 7.5 c- balão - und,115543,48,NULL
9000,Canula para traqueostomia n 8.0 c- balão - und,115545,48,NULL
9001,Cânula para traqueostomia n 8.5 mm c-balão - und,115547,48,NULL
9002,Canula para traqueostomia n 9.0 c- balão - und,115549,48,NULL
9003,Cânula para traqueostomia sem cuff n 3 - und,115551,48,NULL
9004,Cânula para traqueostomia sem cuff n 6 - und,115553,48,NULL
9005,Cânula para traqueostomia sem fenestra com cuff de alto volume e baixa pressão.(lpc) n 6 - und,115555,48,NULL
9006,Cânula para traqueostomia sem fenestra com cuff de alto volume e baixa pressão.(lpc) n 8 - und,115557,48,NULL
9007,Cânula para traqueostomia shiley n. 6.0 mm - und,115559,48,NULL
9008,Cânula para traqueostomia shiley n. 6.0 mm c- fenestra - und,115561,48,NULL
9009,Cânula para traqueostomia shiley n. 7.0 mm - und,115563,48,NULL
9010,Cânula para traqueostomia shiley n. 8.0 mm - und,115565,48,NULL
9011,Cânula para traqueostomia shiley n. 8.0 mm c- fenestra - und,115567,48,NULL
9012,Cateter central de inserção periférica (picc) 1 fr - monolúmen - und,115569,48,NULL
9013,Cateter central de inserção periférica (picc) 2 fr - duplo lúmen - und,268093,32,
9014,Cateter central de inserção periférica (picc) 3 fr - und,115573,48,NULL
9015,Catéter central de inserção periférica 2fr 30 cm com 2 vias (picc) - und,115575,48,NULL
9016,Catéter central de inserção periférica de silicone 5 fr 60 cm (picc) - und,115577,48,NULL
9017,Catéter central inserção periferica 1.9 fr ( picc ) - und,52469,32,Catéter 
9018,Catéter central inserção periferica 1.9 fr 30 cm ( picc ) - und,115581,48,NULL
9019,Catéter central intravenoso com asas e conector y 22 g - und,52478,32,Catéter
9020,Catéter central intravenoso com asas e conector y 24 g - und,52482,32,Cateter
9021,Catéter central para inserção periférica - und,242482,14,
9022,Catéter central para inserção periférica 2 fr - und,115589,48,NULL
9023,Catéter de hemodialise duplo lumen alto fluxo 14fr x 15 cm - und,244124,14,
9024,Catéter de hemodialise duplo lumen longa permanencia 8fr x 18 cm - und,52496,14,Catéter
9025,Catéter de hemodialise duplo lumen longa permanencia 8fr x 24 cm - und,52502,14,Catéter
9026,Catéter diálise peritoneal tenckhoff reto 2 cuff pediátrico 37 cm - und,115597,48,NULL
9027,Catéter duplo lumen acesso venoso central 5 fr x 15 cm - und,115599,48,NULL
9028,Catéter duplo lumen longa permanência 12.5 fr x 36 cm - und,52513,14,Catéter
9029,Catéter duplo lumen longa permanência 12.5 fr x 40 cm - und,52521,14,Catéter
9030,Catéter duplo lumen para hemodiálise 11.5f x 15cm - und,52528,14,Catéter
9031,Catéter duplo lumen para hemodiálise 11.5fr x 20 cm - und,52534,14,Catéter
9032,Catéter duplo lúmen para hemodiálise 12 fr x 15 cm - und,52542,14,Catéter
9033,Catéter duplo lumen para hemodiálise 12 fr x 16 cm - und,52552,14,Catéter
9034,Catéter duplo lumen para hemodiálise 12 fr x 20 cm - und,52562,14,Catéter Duplo Lumen
9035,Catéter duplo lúmen para hemodiálise 9 fr x 12 cm + 143: c 175 - und,52574,14,Catéter
9036,Catéter duplo lúmen para hemodiálise 9 fr x 132 cm - und,52580,14,Catéter
9037,Catéter duplo lúmen para hemodiálise composto de dilatador. guia metal. agulha punção. 2 cpas 11 fr 15 cm - und,52584,14,Catéter
9038,Catéter duplo lúmen para hemodiálise composto de dilatador. guia metal. agulha punção. 2 cpas 8 fr 12.5 cm - und,52593,14,Catéter
9039,Catéter extrator basket 2.5 fr 90 cm 4 arames dormia - und,115623,48,NULL
9040,Cateter hemodiálise subclávia duplo lumen 12 fr x 20 cm curvo - und,52601,14,Cateter CV 15122-UF
9041,Cateter hidrofílico lubrificado ch12 - und,115627,48,NULL
9042,Catéter intravenoso central 19 g x 12 (1.1 mm x 30.5 cm ) subclavia - und,227506,32,
9043,Cateter p- punção venosa central inserido atraves de punção periferica -  picc line  adulto 6 fr 55 cm groshong c- kit de punção - und,52612,32,Cateter
9044,Catéter para diálise longa  permanência tenckhoff infantil - und,115633,48,NULL
9045,Catéter para diálise longa permanência 15 fr x 42 cmtenckhoff adulto - und,115635,48,NULL
9046,Catéter para diálise peritoneal reto 2 bl 15 fr x 31 cm c- 2 cuffs neonatal - und,115637,48,NULL
9047,Catéter para diálise peritoneal reto 2 bl 15 fr x 42 cm c- 2 cuffs adulto - und,115639,48,NULL
9048,Catéter para dreanagem geral 12 fr x 25 cm - und,115641,48,NULL
9049,Catéter para embolectomia 3.0 f - und,115643,48,NULL
9050,Catéter para embolectomia 4.0 f - und,115645,48,NULL
9051,Catéter para embolectomia 5.0 f - und,115647,48,NULL
9052,Catéter para embolectomia 6.0 f - und,115649,48,NULL
9053,Cateter para hemodialise 2 lumens - und,52654,14,Cateter
9054,Catéter para punção venosa central duplo lúmen 5.5fr x 13 cm - kit,52659,14,Catéter para Punção Venosa Central
9055,Catéter para punção venosa central duplo lúmen 5fr x 13 cm - kit,52666,14,Catéter
9056,Catéter para punção venosa central duplo lúmen 7fr x 20 cm - adulto - und,52683,14,Catéter
9057,Catéter para punção venosa central inserido através de punção periférica - picc line - pediátrico 3fr 55cm com introdutor 26 g - und,52703,32,Catéter
