CODIGO_INTERNO;             EAN;             RMS;             NOME_COMERCIAL;             APRESENTACAO;             MARCA;             DESCRICAO;             UNIDADE;             PRD_QT_EQUIVALENTE
12656        ;7894164008490;9999999999999;AFOLIMAX                                          ;FRASCO                        ;AIRELA                        ;ACIDO FOLICO GOTAS 0,2MG/ML 30ML                                                                                                                                                                        ;FRASCO                        ;50                
12672        ;7897076922953;1235202810020;GENERICO                                          ;COMPRIMIDO                    ;RANBAXY                       ;MONTELUCASTE DE SODIO 4MG COMPRIMIDO (G)                                                                                                                                                                ;COMPRIMIDO                    ;30                
12800        ;7896112426066;1097401460027;ICTUS                                             ;COMPRIMIDO                    ;BIOLAB                        ;CARVEDILOL 3,125MG COMPRIMIDO                                                                                                                                                                           ;COMPRIMIDO                    ;30                
12083        ;7896137600458;1049100700010;FISIOLOGICO                                       ;BOLSA                         ;JP                            ;SORO FISIOLOGICO 0,9% 100ML BOLSA SIST. FECHADO                                                                                                                                                         ;BOLSA                         ;50                
12711        ;7898109249887;1038501110049;OSTEOFAR                                          ;COMPRIMIDO                    ;ELOFAR                        ;ALENDRONATO DE SODIO 70 MG COMPRIMIDO                                                                                                                                                                   ;COMPRIMIDO                    ;300               
12028        ;7898652370434;10369460175  ;II - MEDIO RISCO                                  ;Unidade                       ;MEDIX                         ;EQUIPO MACROGOTAS SIMPLES C/FILTRO                                                                                                                                                                      ;Unidade                       ;25                
12448        ;7898123908975;1134301630034;GENERICO                                          ;AMPOLA                        ;HIPOLABOR                     ;MORFINA INJETAVEL 10MG/ML 1ML (A1) (G)***                                                                                                                                                               ;AMPOLA                        ;100               
227          ;7898123907473;1134301430035;GENERICO                                          ;AMPOLA                        ;HIPOLABOR                     ;MIDAZOLAM INJETAVEL 5MG/5ML (G) (B1)***                                                                                                                                                                 ;AMPOLA                        ;100               
12134        ;7897076913562;1235201930081;GENERICO                                          ;COMPRIMIDO                    ;RANBAXY                       ;CLONAZEPAM 2MG COMPRIMIDO (G) (B1)***                                                                                                                                                                   ;COMPRIMIDO                    ;500               
12884        ;7896112402664;1049202420068;DOZOITO                                           ;COMPRIMIDO                    ;BIOLAB                        ;SUCCINATO DE METOPROLOL XR 25MG COMPRIMIDO                                                                                                                                                              ;COMPRIMIDO                    ;30                
12838        ;7898652370960;80495510041  ;II - MEDIO RISCO                                  ;Unidade                       ;MEDIX                         ;SONDA FOLEY 2 VIAS 14 FR 15-30ML                                                                                                                                                                        ;Unidade                       ;10                
11752        ;7897076921673;1235202520014;GENERICO                                          ;COMPRIMIDO                    ;RANBAXY                       ;SUCCINATO DE SOLIFENACINA 5MG (G)                                                                                                                                                                       ;COMPRIMIDO                    ;30                
747          ;7896006237167;1049713300017;GENERICO                                          ;FRASCO                        ;UNIAO QUIMICA                 ;FENOBARBITAL GOTAS 4% 20ML (G) (B1)***                                                                                                                                                                  ;FRASCO                        ;1                 
12140        ;7896014686438;1163701080027;ARICILINA                                         ;FRASCO-AMPOLA                 ;BLAU                          ;PENIC.G.POTASSICA 5.000.000 UI INJETAVEL S/DILUENTE                                                                                                                                                     ;FRASCO-AMPOLA                 ;50                
12804        ;7898146822418;1097403240105;GENERICO                                          ;COMPRIMIDO                    ;BIOLAB                        ;CARVEDILOL 25MG COMPRIMIDO (G)                                                                                                                                                                          ;COMPRIMIDO                    ;30                
12806        ;7898148298396;1256801630049;GENERICO                                          ;COMPRIMIDO                    ;PRATI DONADUZZI               ;ACICLOVIR 200MG COMPRIMIDO (G)                                                                                                                                                                          ;COMPRIMIDO                    ;450               
12393        ;7896676426618;1029805560096;LITERATA                                          ;COMPRIMIDO                    ;CRISTALIA                     ;CARBONATO DE LITIO 300MG COMPRIMIDO (C1)***                                                                                                                                                             ;COMPRIMIDO                    ;200               
13112        ;7896676408324;1029801480012;SEVOCRIS                                          ;FRASCO                        ;CRISTALIA                     ;SEVOFLURANO 1MG/ML 250ML (C1)***                                                                                                                                                                        ;FRASCO                        ;1                 
13164        ;7896676408256;1029801320015;ALFAST                                            ;AMPOLA                        ;CRISTALIA                     ;ALFENTANILA 0,544MG/ML 5ML (A1)***                                                                                                                                                                      ;AMPOLA                        ;10                
13007        ;7898166041417;1108500010185;CLORETO DE SODIO                                  ;FRASCO-AMPOLA                 ;FARMACE                       ;SORO FISIOLOGICO 0,9% 1000ML FRASCO SIST. FECHADO                                                                                                                                                       ;FRASCO-AMPOLA                 ;12                
13515        ;0606529140267;80273450014  ;I - BAIXO RISCO                                   ;CARTUCHO                      ;GLOMED                        ;LUVAS PROCEDIMENTO VINIL  S/ PO TAM. M.  C/100                                                                                                                                                          ;CARTUCHO                      ;1                 
13038        ;7898361881665;1516700220031;GENERICO                                          ;FRASCO-AMPOLA                 ;AUROBINDO                     ;AMPICILINA 1G + SULBACTAM 2G INJETAVEL IM/IV (G)                                                                                                                                                        ;FRASCO-AMPOLA                 ;20                
13321        ;7898123906421;1134301200021;GENERICO                                          ;AMPOLA                        ;HIPOLABOR                     ;DIPIRONA INJETAVEL 500MG/ML 2ML (G)                                                                                                                                                                     ;AMPOLA                        ;100               
13197        ;7891317118242;1004310160160;VERSA                                             ;SERINGA                       ;EUROFARMA                     ;ENOXAPARINA SODICA INJETAVEL 20MG/0,2ML                                                                                                                                                                 ;SERINGA                       ;6                 
13702        ;1789890399195;80950310027  ;RILEX TRADICIONAL                                 ;BISNAGA                       ;INOVATEX                      ;GEL LUBRIFICANTE INTIMO 50G                                                                                                                                                                             ;BISNAGA                       ;24                
13590        ;7898563803663;81196230001  ;DERMATROL                                         ;FRASCO                        ;TROL                          ;ACIDOS GRAXOS ESSENCIAIS 100ML                                                                                                                                                                          ;FRASCO                        ;1                 
13086        ;7896676408041;1029802620020;GENERICO                                          ;FRASCO-AMPOLA                 ;CRISTALIA                     ;ETOMIDATO 2MG/ML 10ML (C1) (G)***                                                                                                                                                                       ;FRASCO-AMPOLA                 ;25                
13162        ;7896676426175;1029800150213;FENITAL                                           ;AMPOLA                        ;CRISTALIA                     ;FENITOINA INJETAVEL 50MG/ML 5ML (C1)***                                                                                                                                                                 ;AMPOLA                        ;10                
13037        ;13037        ;             ;ICMS                                              ;Unidade                       ;                              ;ICMS                                                                                                                                                                                                    ;Unidade                       ;0                 
13035        ;7898361881641;1516700220015;GENERICO                                          ;FRASCO-AMPOLA                 ;AUROBINDO                     ;AMPICILINA 1G + SULBACTAM 0,5G INJETAVEL IM/IV (G)                                                                                                                                                      ;FRASCO-AMPOLA                 ;20                
13220        ;7896098805619;10092410032  ;II - MEDIO RISCO                                  ;PAR                           ;MUCAMBO                       ;LUVAS CIRURGICA ESTERIL C/ PO N. 7,0                                                                                                                                                                    ;PAR                           ;1                 
13314        ;7896676438895;1029805700025;REVERSO                                           ;FRASCO-AMPOLA                 ;CRISTALIA                     ;SUGAMADEX SODICO 100MG/ML 2ML INJETAVEL                                                                                                                                                                 ;FRASCO-AMPOLA                 ;10                
13455        ;7898433202565;80175349005  ;I - BAIXO RISCO                                   ;CARTUCHO                      ;ANADONA                       ;TOUCA SANFONADA C/ELASTICO - C/100                                                                                                                                                                      ;CARTUCHO                      ;1                 
13518        ;7908414445543;81596320037  ;I - BAIXO RISCO                                   ;CARTUCHO                      ;MULTILASER                    ;LUVAS PROCEDIMENTO LATEX C/ PO TAM. P - C/100                                                                                                                                                           ;CARTUCHO                      ;1                 
13536        ;7897473206090;1101302940014;GENERICO                                          ;FRASCO                        ;GLENMARK                      ;BECLOMETASONA 50MCG SPRAY ORAL 200 DOSES (G)                                                                                                                                                            ;FRASCO                        ;1                 
13212        ;7896098811535;10092410045  ;II - MEDIO RISCO                                  ;PAR                           ;MUCAMBO                       ;LUVAS CIRURGICA LATEX ESTERIL S/ PO N. 7,5                                                                                                                                                              ;PAR                           ;1                 
13268        ;7898259495493;81391540010  ;II - MEDIO RISCO                                  ;Unidade                       ;SR                            ;SERINGA 3ML S/AG LOCK DESCARTAVEL C/ DISP. SEGURANCA                                                                                                                                                    ;Unidade                       ;500               
13940        ;7898100243150;1003800480074;AMBROL                                            ;FRASCO                        ;BRASTERAPICA                  ;AMBROXOL XAROPE ADULTO 30MG/5ML 100ML                                                                                                                                                                   ;FRASCO                        ;50                
13126        ;7896112121114;1037005960511;GENERICO                                          ;COMPRIMIDO                    ;TEUTO                         ;HEMIFUMARATO DE QUETIAPINA 100MG (C1)***                                                                                                                                                                ;COMPRIMIDO                    ;30                
13008        ;7899095240070;1542301670091;GENERICO                                          ;COMPRIMIDO                    ;GEOLAB                        ;AZITROMICINA 500MG COMPRIMIDO (G)                                                                                                                                                                       ;COMPRIMIDO                    ;150               
2464         ;7899470805993;1384100230267;BRONQTRAT                                         ;FRASCO                        ;NATULAB                       ;AMBROXOL XAROPE ADULTO 30MG/5ML 100ML                                                                                                                                                                   ;FRASCO                        ;50                
2508         ;7896112125266;1037004100071;GENERICO                                          ;FRASCO                        ;TEUTO                         ;SULFAMETOXAZOL+TRIMETOPRIMA SUSP 40/8MG/ML 50ML (G)                                                                                                                                                     ;FRASCO                        ;50                
6732         ;7897848501072;1476100200029;GENERICO                                          ;FRASCO                        ;NATIVITA                      ;CETOCONAZOL SHAMPOO 20MG/ML 100ML (G)                                                                                                                                                                   ;FRASCO                        ;80                
3334         ;7897848501560;1476100110038;PERMENATI                                         ;FRASCO                        ;NATIVITA                      ;PERMETRINA 1% LOCAO 60ML                                                                                                                                                                                ;FRASCO                        ;50                
4746         ;7899470802992;1384100320142;XAROPE DE GUACO                                   ;FRASCO                        ;NATULAB                       ;MIKANIA GLOMERATA 35MG/ML XAROPE 100ML                                                                                                                                                                  ;FRASCO                        ;50                
11539        ;7896676437423;1029805400080;SOLUCAO FISIOLOGICA                               ;FRASCO                        ;SANOBIOL                      ;SORO FISIOLOGICO 0,9% 500ML FRASCO SIST. FECHADO                                                                                                                                                        ;FRASCO                        ;20                
1790         ;7898404220321;1018600190119;SANTIAZEPAM                                       ;COMPRIMIDO                    ;SANTISA                       ;DIAZEPAM 10MG COMPRIMIDO (B1)***                                                                                                                                                                        ;COMPRIMIDO                    ;1000              
11201        ;7894164005550;ISENTO       ;SULFERMAX                                         ;FRASCO                        ;AIRELA                        ;SULFATO FERROSO GOTAS 125MG/ML 30ML                                                                                                                                                                     ;FRASCO                        ;100               
621          ;7898133131981;1384100340062;MUCOBRONQ                                         ;FRASCO                        ;NATULAB                       ;CARBOCISTEINA SUSPENSAO ADULTO 50MG/ML 100ML                                                                                                                                                            ;FRASCO                        ;50                
7895         ;7898133131325;1384100200066;POLARADEX                                         ;FRASCO                        ;NATULAB                       ;DEXCLORFENIRAMINA SOLUCAO 0,4MG/ML 120ML                                                                                                                                                                ;FRASCO                        ;50                
7995         ;7898148291571;1256801280013;GENERICO                                          ;BISNAGA                       ;PRATI DONADUZZI               ;NEOMICINA+BACITRACINA POMADA 15GR (G)                                                                                                                                                                   ;BISNAGA                       ;200               
6885         ;7898148295357;1256801840027;GENERICO                                          ;BISNAGA                       ;PRATI DONADUZZI               ;MICONAZOL CREME DERMATOLOGICO 28GR (G)                                                                                                                                                                  ;BISNAGA                       ;100               
10016        ;7896676411416;ISENTO       ;MARCODINE SCRUB                                   ;Unidade                       ;CRISTALIA                     ;ESCOVA DE IODOPOVIDONA 100MG/ML SOLUCAO TOPICA                                                                                                                                                          ;Unidade                       ;48                
7083         ;1789891759351;1624100150031;GENERICO                                          ;FRASCO                        ;MARIOL                        ;BROMOPRIDA GOTAS 4MG/ML 20ML (G)                                                                                                                                                                        ;FRASCO                        ;96                
8653         ;3789825949611;80026180032  ;II - MEDIO RISCO                                  ;Unidade                       ;SR                            ;SERINGA 5ML C/AGULHA  SLIP 25X0,7 DESCARTAVEL                                                                                                                                                           ;Unidade                       ;500               
9245         ;3789825949598;80026180029  ;II - MEDIO RISCO                                  ;Unidade                       ;SR                            ;SERINGA 20ML S/AG LOCK DESCARTAVEL                                                                                                                                                                      ;Unidade                       ;250               
8810         ;7897848502505;1476100230068;GENERICO                                          ;BISNAGA                       ;NATIVITA                      ;SULFADIAZINA DE PRATA CREME 10MG/GR 50GR (G)                                                                                                                                                            ;BISNAGA                       ;200               
10554        ;7898470682443;1134301780044;GENERICO                                          ;BISNAGA                       ;HIPOLABOR                     ;MICONAZOL CREME DERMATOLOGICO 28GR (G)                                                                                                                                                                  ;BISNAGA                       ;50                
491          ;7896137123780;1071402130061;PROMETAZOL                                        ;AMPOLA                        ;SANVAL                        ;PROMETAZINA INJETAVEL 50MG 2ML                                                                                                                                                                          ;AMPOLA                        ;100               
10500        ;7897848502420;9999999999999;NATIGLOS                                          ;BISNAGA                       ;NATIVITA                      ;OXIDO DE ZINCO+VITAMINA A+D POMADA 45GR                                                                                                                                                                 ;BISNAGA                       ;200               
9857         ;7898148299683;1256801620019;GENERICO                                          ;BISNAGA                       ;PRATI DONADUZZI               ;METRONIDAZOL+NISTATINA+BENZAL CREME VAG 40GR+APL (G)                                                                                                                                                    ;BISNAGA                       ;1                 
9569         ;7898133131141;1384100020051;MAXALGINA                                         ;FRASCO                        ;NATULAB                       ;DIPIRONA GOTAS 500MG/ML 10ML                                                                                                                                                                            ;FRASCO                        ;200               
10551        ;7896676427806;1029805050101;KOLLAGENASE                                       ;BISNAGA                       ;CRISTALIA                     ;COLAGENASE C/ CLORANFENICOL POMADA 30GR                                                                                                                                                                 ;BISNAGA                       ;10                
438          ;7898404220147;1018600120021;SANTIDOR                                          ;AMPOLA                        ;SANTISA                       ;DIPIRONA INJETAVEL 500MG/ML 2ML                                                                                                                                                                         ;AMPOLA                        ;100               
11222        ;7898269100073;1458700050021;GENERICO                                          ;AMPOLA                        ;WASSER FARMA                  ;BROMOPRIDA INJETAVEL 5MG/ML 2ML (G)                                                                                                                                                                     ;AMPOLA                        ;50                
4646         ;7898166040724;1108500240024;GENERICO                                          ;AMPOLA                        ;FARMACE                       ;AMINOFILINA INJETAVEL 24MG/ML 10ML (G)                                                                                                                                                                  ;AMPOLA                        ;100               
8413         ;7898947170039;80495510025  ;I - BAIXO RISCO                                   ;CARTUCHO                      ;MEDIX                         ;LUVAS PROCEDIMENTO LATEX C/ PO TAM. M - C/100                                                                                                                                                           ;CARTUCHO                      ;1                 
375          ;7898123906308;1134301290020;ESKAVIT                                           ;AMPOLA                        ;HIPOLABOR                     ;VITAMINA K INJETAVEL 10MG/ML 1ML IM/SC                                                                                                                                                                  ;AMPOLA                        ;50                
10228        ;7898911244155;1556200540052;GENERICO                                          ;FRASCO-AMPOLA                 ;ABL                           ;CEFTRIAXONA DI H INJETAVEL 1G IV PÓ S/DILUENTE (G)                                                                                                                                                      ;FRASCO-AMPOLA                 ;50                
7661         ;7898470682054;1134301860021;GENERICO                                          ;AMPOLA                        ;HIPOLABOR                     ;ACIDO TRANEXAMICO INJETAVEL 50MG/ML 5ML (G)                                                                                                                                                             ;AMPOLA                        ;100               
7085         ;7896006259657;1049711890076;DEMEDROX                                          ;AMPOLA                        ;UNIAO QUIMICA                 ;MEDROXIPROGESTERONA INJETAVEL 150MG 1ML                                                                                                                                                                 ;AMPOLA                        ;1                 
10682        ;7896862910372;1091700390031;AS-MED                                            ;COMPRIMIDO                    ;MEDQUIMICA                    ;AAS 100MG INFANTIL COMPRIMIDO                                                                                                                                                                           ;COMPRIMIDO                    ;200               
8450         ;7899547527506;1256801530257;GENERICO                                          ;COMPRIMIDO                    ;PRATI DONADUZZI               ;CAPTOPRIL 50MG COMPRIMIDO (G)                                                                                                                                                                           ;COMPRIMIDO                    ;300               
1516         ;7896714200064;1558401690023;NEOFEDIPINA                                       ;COMPRIMIDO                    ;NEOQUIMICA                    ;NIFEDIPINO 10MG COMPRIMIDO                                                                                                                                                                              ;COMPRIMIDO                    ;30                
1411         ;7896137102792;1071401750102;SINVASTON                                         ;COMPRIMIDO                    ;SANVAL                        ;SINVASTATINA 40MG COMPRIMIDO                                                                                                                                                                            ;COMPRIMIDO                    ;500               
8953         ;7898075317160;1048100980163;GENERICO                                          ;COMPRIMIDO                    ;CIMED                         ;ENALAPRIL 20MG COMPRIMIDO (G)                                                                                                                                                                           ;COMPRIMIDO                    ;500               
5525         ;7898148291168;1256802010052;GENERICO                                          ;CÁPSULA                       ;PRATI DONADUZZI               ;AMPICILINA 500MG CAPSULA (G)                                                                                                                                                                            ;CÁPSULA                       ;840               
9577         ;7896112102663;1037007140082;METRONIDAZOL                                      ;COMPRIMIDO                    ;TEUTO                         ;METRONIDAZOL 400MG COMPRIMIDO (G)                                                                                                                                                                       ;COMPRIMIDO                    ;24                
10387        ;7899095262966;1542300010111;CAPOX                                             ;COMPRIMIDO                    ;GEOLAB                        ;CAPTOPRIL 25MG COMPRIMIDO                                                                                                                                                                               ;COMPRIMIDO                    ;750               
619          ;7899547504729;1256802090021;GENERICO                                          ;COMPRIMIDO                    ;PRATI DONADUZZI               ;SULFAMETOXAZOL+TRIMETOPRIMA 400/80MG COMPRIMIDO (G)                                                                                                                                                     ;COMPRIMIDO                    ;200               
8352         ;7896112411086;1097401460116;ICTUS                                             ;COMPRIMIDO                    ;BIOLAB                        ;CARVEDILOL 3,125MG COMPRIMIDO                                                                                                                                                                           ;COMPRIMIDO                    ;60                
10571        ;7897076921772;1235200480198;GENERICO                                          ;COMPRIMIDO                    ;RANBAXY                       ;SINVASTATINA 20MG COMPRIMIDO (G)                                                                                                                                                                        ;COMPRIMIDO                    ;1000              
1033         ;7899095258075;1542302430086;BESILAPIN                                         ;COMPRIMIDO                    ;GEOLAB                        ;ANLODIPINO 10MG COMPRIMIDO                                                                                                                                                                              ;COMPRIMIDO                    ;500               
8841         ;7896676421774;1029801510043;CRISPRED                                          ;COMPRIMIDO                    ;CRISTALIA                     ;PREDNISONA 20MG COMPRIMIDO                                                                                                                                                                              ;COMPRIMIDO                    ;200               
7976         ;7899547502428;1256801470076;GENERICO                                          ;CÁPSULA                       ;PRATI DONADUZZI               ;AMOXICILINA 500MG CAPSULA FRACIONAVEL (G)                                                                                                                                                               ;CÁPSULA                       ;280               
11525        ;7893454101019;1044002030052;GENERICO                                          ;COMPRIMIDO                    ;DELTA                         ;AMOXICILINA+CLAV. POTASSIO 875/125MG COMPRIMIDO (G)                                                                                                                                                     ;COMPRIMIDO                    ;20                
8825         ;7898122913116;1038700610033;GENERICO                                          ;AMPOLA                        ;HYPOFARMA                     ;HALOPERIDOL INJETAVEL 5MG/ML 1ML (G) (C1)***                                                                                                                                                            ;AMPOLA                        ;50                
188          ;7896006261629;1049711330016;DECAN HALOPER                                     ;AMPOLA                        ;UNIAO QUIMICA                 ;HALOPERIDOL DECANOATO INJETAVEL 50MG/ML 1ML  (C1)***                                                                                                                                                    ;AMPOLA                        ;3                 
8077         ;7899547508796;1256802360215;GINKGO VITAL                                      ;COMPRIMIDO                    ;PRATI DONADUZZI               ;GINKGO BILOBA 80MG COMPRIMIDO                                                                                                                                                                           ;COMPRIMIDO                    ;300               
10163        ;7899547501230;1256802730195;GENERICO                                          ;COMPRIMIDO                    ;PRATI DONADUZZI               ;OLANZAPINA 5MG COMPRIMIDO (G) (C1)***                                                                                                                                                                   ;COMPRIMIDO                    ;30                
8360         ;7896714229898;1558402900250;NEOPRAZOL                                         ;CÁPSULA                       ;NEOQUIMICA                    ;OMEPRAZOL 40MG CAPSULA                                                                                                                                                                                  ;CÁPSULA                       ;28                
9291         ;7898651660086;1370400010017;PROPOTIL                                          ;AMPOLA                        ;MIDFARMA                      ;PROPOFOL INJETAVEL 10MG/ML 20ML (C1)***                                                                                                                                                                 ;AMPOLA                        ;5                 
5017         ;7897076912299;1235201910048;GENERICO                                          ;CÁPSULA                       ;RANBAXY                       ;NORTRIPTILINA 50MG CAPSULA (G) (C1)***                                                                                                                                                                  ;CÁPSULA                       ;30                
8543         ;7899095242159;1542302250101;GENERICO                                          ;COMPRIMIDO                    ;GEOLAB                        ;SERTRALINA 50MG COMPRIMIDO (G) (C1)***                                                                                                                                                                  ;COMPRIMIDO                    ;490               
10386        ;7897076920959;1235202100139;GENERICO                                          ;COMPRIMIDO                    ;RANBAXY                       ;RISPERIDONA 1MG COMPRIMIDO (G) (C1)***                                                                                                                                                                  ;COMPRIMIDO                    ;500               
595          ;7896676403251;1029800960045;CINETOL                                           ;COMPRIMIDO                    ;CRISTALIA                     ;BIPERIDENO 2MG COMPRIMIDO (C1)***                                                                                                                                                                       ;COMPRIMIDO                    ;200               
546          ;7896676403404;1029802260164;LONGACTIL                                         ;COMPRIMIDO                    ;CRISTALIA                     ;CLORPROMAZINA 25MG COMPRIMIDO (C1)***                                                                                                                                                                   ;COMPRIMIDO                    ;200               
9230         ;7896523226507;1438102010038;GENERICO                                          ;CÁPSULA                       ;CIMED                         ;FLUOXETINA 20MG CAPSULA (G) (C1)***                                                                                                                                                                     ;CÁPSULA                       ;28                
547          ;7896676403398;1029802260172;LONGACTIL                                         ;COMPRIMIDO                    ;CRISTALIA                     ;CLORPROMAZINA 100MG COMPRIMIDO (C1)***                                                                                                                                                                  ;COMPRIMIDO                    ;200               
7693         ;7897076909527;1235202050166;GENERICO                                          ;COMPRIMIDO                    ;RANBAXY                       ;VENLAFAXINA 75MG COMPRIMIDO (G) (C1)***                                                                                                                                                                 ;COMPRIMIDO                    ;28                
9309         ;7891899080067;8038455002   ;I - BAIXO RISCO                                   ;PACOTE                        ;MELHORMED                     ;COMPRESSA DE GAZE ULTRACOTTON 10X10 CM 13 FIOS C/500                                                                                                                                                    ;PACOTE                        ;1                 
558          ;7898148294121;1256800410029;GENERICO                                          ;COMPRIMIDO                    ;PRATI DONADUZZI               ;DIPIRONA 500MG COMPRIMIDO (G)                                                                                                                                                                           ;COMPRIMIDO                    ;500               
8799         ;7899547510911;1256802570015;GENERICO                                          ;COMPRIMIDO                    ;PRATI DONADUZZI               ;CABERGOLINA 0,5MG COMPRIMIDO (G)                                                                                                                                                                        ;COMPRIMIDO                    ;2                 
8291         ;7891899081064;80384550002  ;I - BAIXO RISCO                                   ;PACOTE                        ;MELHORMED                     ;COMPRESSA DE GAZE 10 X 10 CM 13 FIOS C/500 UN                                                                                                                                                           ;PACOTE                        ;1                 
10366        ;7898133135019;1384100040182;MASFEROL                                          ;FRASCO                        ;NATULAB                       ;SULFATO FERROSO 25MG/ML XAROPE 100ML                                                                                                                                                                    ;FRASCO                        ;50                
9863         ;7898286540197;ISENTO       ;FRALDA SLIM                                       ;Unidade                       ;MARDAM                        ;FRALDA GERIATRICA SLIM TAMANHO G                                                                                                                                                                        ;Unidade                       ;8                 
8332         ;7898283815069;10330669025  ;II - MEDIO RISCO                                  ;Unidade                       ;DESCARPACK                    ;SERINGA 10ML S/AG SLIP DESCARTAVEL                                                                                                                                                                      ;Unidade                       ;100               
8963         ;7898283815274;ISENTO       ;FRALDA PREMIUM                                    ;Unidade                       ;DESCARPACK                    ;FRALDA GERIATRICA PREMIUM TAMANHO M                                                                                                                                                                     ;Unidade                       ;8                 
9862         ;7898286541088;ISENTO       ;FRALDA SLIM                                       ;Unidade                       ;MARDAM                        ;FRALDA GERIATRICA SLIM TAMANHO EG                                                                                                                                                                       ;Unidade                       ;7                 
10493        ;7898577810817;1553700420124;EMPROL XR                                         ;COMPRIMIDO                    ;ACCORD                        ;SUCCINATO DE METOPROLOL XR 100MG COMPRIMIDO                                                                                                                                                             ;COMPRIMIDO                    ;30                
10214        ;7898075314077;1048100920306;GENERICO                                          ;COMPRIMIDO                    ;CIMED                         ;SINVASTATINA 40MG COMPRIMIDO (G)                                                                                                                                                                        ;COMPRIMIDO                    ;30                
